word,group,subsubsection,subsection,section,content
0,7,0,18,3,Item
1,7,0,18,3,No.
0,8,0,18,3,Name
1,8,0,18,3,Function
0,9,0,18,3,FLUID
1,9,0,18,3,TANKS
0,10,0,18,3,OUTBOARD
0,11,0,18,3,Engine
1,11,0,18,3,Monitor
2,11,0,18,3,Overview
3,11,0,18,3,-
4,11,0,18,3,Continued
0,12,0,18,3,System
1,12,0,18,3,Faults
0,13,0,18,3,Figure
1,13,0,18,3,2.
2,13,0,18,3,System
3,13,0,18,3,Fault
4,13,0,18,3,Pop
5,13,0,18,3,Up.
0,14,0,18,3,A.M.A./S.A.F.E.
1,14,0,18,3,Mode
0,15,0,18,3,Winterizing
1,15,0,18,3,Engines
0,16,0,18,3,Winterization
1,16,0,18,3,Preparation
0,17,0,18,3,WARNING
0,18,0,18,3,Figure
1,18,0,18,3,3.
2,18,0,18,3,Flushing
3,18,0,18,3,Port.
0,19,0,18,3,Winterization
1,19,0,18,3,Procedure
0,20,0,18,3,NOTE
0,21,0,18,3,END
1,21,0,18,3,OF
2,21,0,18,3,WORK
3,21,0,18,3,PACKAGE
0,22,0,18,3,0021-7/blank
0,23,0,18,3,OPERATOR
1,23,0,18,3,INSTRUCTIONS
0,0,0,19,3,INITIAL
1,0,0,19,3,SETUP:
0,1,0,19,3,Personnel
1,1,0,19,3,Required
2,1,0,19,3,Diver
3,1,0,19,3,12D
4,1,0,19,3,Assistant
0,2,0,19,3,References
1,2,0,19,3,WP
2,2,0,19,3,0007
0,3,0,19,3,References
1,3,0,19,3,(cont.)
2,3,0,19,3,WP
3,3,0,19,3,0014
4,3,0,19,3,WP
5,3,0,19,3,0015
6,3,0,19,3,WP
7,3,0,19,3,0018
8,3,0,19,3,WP
9,3,0,19,3,0025
0,4,0,19,3,Selecting
1,4,0,19,3,An
2,4,0,19,3,Anchor
3,4,0,19,3,Site
0,5,0,19,3,WARNING
0,6,0,19,3,WARNING
0,7,0,19,3,WARNING
0,8,0,19,3,WARNING
0,9,0,19,3,WARNING
0,10,0,19,3,CAUTION
0,11,0,19,3,Selecting
1,11,0,19,3,An
2,11,0,19,3,Anchor
3,11,0,19,3,Site
4,11,0,19,3,-
5,11,0,19,3,Continued
0,12,0,19,3,CAUTION
0,13,0,19,3,NOTE
0,14,0,19,3,Determining
1,14,0,19,3,Anchor
2,14,0,19,3,Line
3,14,0,19,3,Length
0,15,0,19,3,CAUTION
0,16,0,19,3,CAUTION
0,17,0,19,3,Dropping
1,17,0,19,3,Anchor
0,18,0,19,3,CAUTION
0,19,0,19,3,Weighing
1,19,0,19,3,Anchor
0,20,0,19,3,END
1,20,0,19,3,OF
2,20,0,19,3,WORK
3,20,0,19,3,PACKAGE
0,21,0,19,3,0022-10
0,22,0,19,3,OPERATOR
1,22,0,19,3,INSTRUCTIONS
0,0,0,20,3,INITIAL
1,0,0,20,3,SETUP:
0,1,0,20,3,Personnel
1,1,0,20,3,Required
2,1,0,20,3,Diver
3,1,0,20,3,12D
0,2,0,20,3,Lowering
1,2,0,20,3,Dive
2,2,0,20,3,Platform
0,3,0,20,3,WARNING
0,4,0,20,3,WARNING
0,5,0,20,3,CAUTION
0,6,0,20,3,NOTE
0,7,0,20,3,Lowering
1,7,0,20,3,Dive
2,7,0,20,3,Platform
3,7,0,20,3,-
4,7,0,20,3,Continued
0,8,0,20,3,Lowering
1,8,0,20,3,Dive
2,8,0,20,3,Platform
3,8,0,20,3,-
4,8,0,20,3,Continued
0,9,0,20,3,Stowing
1,9,0,20,3,Dive
2,9,0,20,3,Platform
0,10,0,20,3,END
1,10,0,20,3,OF
2,10,0,20,3,WORK
3,10,0,20,3,PACKAGE
0,11,0,20,3,0023-3/blank
0,12,0,20,3,OPERATOR
1,12,0,20,3,INSTRUCTIONS
0,0,0,21,3,INITIAL
1,0,0,21,3,SETUP:
0,1,0,21,3,Materials/Parts
1,1,0,21,3,"Tape,"
2,1,0,21,3,Antiseizing
3,1,0,21,3,(WP
4,1,0,21,3,"0063,"
5,1,0,21,3,Table
6,1,0,21,3,"1,"
7,1,0,21,3,Item
8,1,0,21,3,9)
0,2,0,21,3,Personnel
1,2,0,21,3,Required
2,2,0,21,3,Diver
3,2,0,21,3,12D
4,2,0,21,3,Assistant
5,2,0,21,3,(2)
0,3,0,21,3,References
1,3,0,21,3,WP
2,3,0,21,3,0010
0,4,0,21,3,WARNING
0,5,0,21,3,WARNING
0,6,0,21,3,WARNING
0,7,0,21,3,WARNING
0,8,0,21,3,WARNING
0,9,0,21,3,CAUTION
0,10,0,21,3,CAUTION
0,11,0,21,3,NOTE
0,12,0,21,3,Figure
1,12,0,21,3,13.
2,12,0,21,3,Trailer
3,12,0,21,3,Electrical
4,12,0,21,3,Cables.
0,13,0,21,3,END
1,13,0,21,3,OF
2,13,0,21,3,WORK
3,13,0,21,3,PACKAGE
0,14,0,21,3,0024-11/blank
0,15,0,21,3,OPERATOR
1,15,0,21,3,INSTRUCTIONS
0,0,0,22,3,INITIAL
1,0,0,22,3,SETUP:
0,1,0,22,3,Personnel
1,1,0,22,3,Required
2,1,0,22,3,Diver
3,1,0,22,3,12D
0,2,0,22,3,Equipment
1,2,0,22,3,Condition
2,2,0,22,3,Engines
3,2,0,22,3,Started
4,2,0,22,3,(WP
5,2,0,22,3,0007)
0,3,0,22,3,ENGINE
1,3,0,22,3,SHUTDOWN
2,3,0,22,3,PROCEDURES
0,4,0,22,3,WARNING
0,5,0,22,3,WARNING
0,6,0,22,3,WARNING
0,7,0,22,3,CAUTION
0,8,0,22,3,ENGINE
1,8,0,22,3,SHUTDOWN
2,8,0,22,3,PROCEDURES
3,8,0,22,3,-
4,8,0,22,3,Continued
0,9,0,22,3,Figure
1,9,0,22,3,4.
2,9,0,22,3,Battery
3,9,0,22,3,Switches.
0,10,0,22,3,END
1,10,0,22,3,OF
2,10,0,22,3,WORK
3,10,0,22,3,PACKAGE
0,11,0,22,3,0025-3/blank
0,12,0,22,3,OPERATOR
1,12,0,22,3,INSTRUCTIONS
0,0,0,23,3,INITIAL
1,0,0,23,3,SETUP:
0,1,0,23,3,Personnel
1,1,0,23,3,Required
2,1,0,23,3,Diver
3,1,0,23,3,12D
4,1,0,23,3,Assistant
0,2,0,23,3,WARNING
0,3,0,23,3,Attaching
1,3,0,23,3,Trailer
0,4,0,23,3,WARNING
0,5,0,23,3,Detaching
1,5,0,23,3,Trailer
0,6,0,23,3,END
1,6,0,23,3,OF
2,6,0,23,3,WORK
3,6,0,23,3,PACKAGE
0,7,0,23,3,0026-10
0,8,0,23,3,OPERATOR
1,8,0,23,3,INSTRUCTIONS
0,0,0,24,3,INITIAL
1,0,0,24,3,SETUP:
0,1,0,24,3,Personnel
1,1,0,24,3,Required
2,1,0,24,3,Diver
3,1,0,24,3,12D
4,1,0,24,3,Assistant
0,2,0,24,3,References
1,2,0,24,3,WP
2,2,0,24,3,0010
0,3,0,24,3,Equipment
1,3,0,24,3,Condition
2,3,0,24,3,Boat
3,3,0,24,3,Underway
4,3,0,24,3,(WP
5,3,0,24,3,0010)
0,4,0,24,3,Towing
1,4,0,24,3,Another
2,4,0,24,3,Vessel
0,5,0,24,3,WARNING
0,6,0,24,3,WARNING
0,7,0,24,3,WARNING
0,8,0,24,3,WARNING
0,9,0,24,3,CAUTION
0,10,0,24,3,Towing
1,10,0,24,3,Another
2,10,0,24,3,Vessel
3,10,0,24,3,-
4,10,0,24,3,Continued
0,11,0,24,3,END
1,11,0,24,3,OF
2,11,0,24,3,WORK
3,11,0,24,3,PACKAGE
0,12,0,24,3,0027-2
0,13,0,24,3,OPERATOR
1,13,0,24,3,INSTRUCTIONS
0,0,0,25,3,INITIAL
1,0,0,25,3,SETUP:
0,1,0,25,3,Personnel
1,1,0,25,3,Required
2,1,0,25,3,Diver
3,1,0,25,3,12D
4,1,0,25,3,Assistant
0,2,0,25,3,INSTALLATION
0,3,0,25,3,NOTE
0,4,0,25,3,INSTALLATION
1,4,0,25,3,-
2,4,0,25,3,Continued
0,5,0,25,3,Figure
1,5,0,25,3,5.
2,5,0,25,3,Rear
3,5,0,25,3,Panel.
0,6,0,25,3,REMOVAL
0,7,0,25,3,Figure
1,7,0,25,3,10.
2,7,0,25,3,Cabin
3,7,0,25,3,Enclosure
4,7,0,25,3,Storage
5,7,0,25,3,Bag.
0,8,0,25,3,END
1,8,0,25,3,OF
2,8,0,25,3,WORK
3,8,0,25,3,PACKAGE
0,9,0,25,3,0028-10
0,10,0,25,3,OPERATOR
1,10,0,25,3,INSTRUCTIONS
0,0,0,26,3,INITIAL
1,0,0,26,3,SETUP:
0,1,0,26,3,Materials/Parts
1,1,0,26,3,"Inhibitor,"
2,1,0,26,3,"Corrosion,"
3,1,0,26,3,Petroleum
4,1,0,26,3,Fuel
5,1,0,26,3,(WP
6,1,0,26,3,"0063,"
7,1,0,26,3,Table
8,1,0,26,3,"1,"
9,1,0,26,3,Item
10,1,0,26,3,4)
0,2,0,26,3,Personnel
1,2,0,26,3,Required
2,2,0,26,3,Diver
3,2,0,26,3,12D
0,3,0,26,3,References
1,3,0,26,3,WP
2,3,0,26,3,0005
0,4,0,26,3,References
1,4,0,26,3,(cont.)
2,4,0,26,3,WP
3,4,0,26,3,0021
4,4,0,26,3,WP
5,4,0,26,3,0028
6,4,0,26,3,WP
7,4,0,26,3,0055
0,5,0,26,3,Equipment
1,5,0,26,3,Condition
2,5,0,26,3,Boat
3,5,0,26,3,Trailered
4,5,0,26,3,(WP
5,5,0,26,3,0024)
0,6,0,26,3,WARNING
0,7,0,26,3,END
1,7,0,26,3,OF
2,7,0,26,3,WORK
3,7,0,26,3,PACKAGE
0,8,0,26,3,0029-2
0,9,0,26,3,OPERATOR
1,9,0,26,3,INSTRUCTIONS
0,0,0,27,3,INITIAL
1,0,0,27,3,SETUP:
0,1,0,27,3,Personnel
1,1,0,27,3,Required
2,1,0,27,3,Diver
3,1,0,27,3,12D
4,1,0,27,3,Assistant
0,2,0,27,3,References
1,2,0,27,3,WP
2,2,0,27,3,0007
0,3,0,27,3,References
1,3,0,27,3,(cont.)
2,3,0,27,3,WP
3,3,0,27,3,0021
4,3,0,27,3,WP
5,3,0,27,3,0040
0,4,0,27,3,EMERGENCY
1,4,0,27,3,STARTING
2,4,0,27,3,PROCEDURES
0,5,0,27,3,WARNING
0,6,0,27,3,WARNING
0,7,0,27,3,WARNING
0,8,0,27,3,WARNING
0,9,0,27,3,CAUTION
0,10,0,27,3,NOTE
0,11,0,27,3,EMERGENCY
1,11,0,27,3,STARTING
2,11,0,27,3,PROCEDURES
3,11,0,27,3,-
4,11,0,27,3,Continued
0,12,0,27,3,General
1,12,0,27,3,Information
0,13,0,27,3,END
1,13,0,27,3,OF
2,13,0,27,3,WORK
3,13,0,27,3,PACKAGE
0,14,0,27,3,0030-2
0,15,0,27,3,OPERATOR
1,15,0,27,3,INSTRUCTIONS
0,0,0,28,3,INITIAL
1,0,0,28,3,SETUP:
0,1,0,28,3,Personnel
1,1,0,28,3,Required
2,1,0,28,3,Diver
3,1,0,28,3,12D
4,1,0,28,3,Assistant
0,2,0,28,3,Emergency
1,2,0,28,3,Dewatering
2,2,0,28,3,Procedures
0,3,0,28,3,WARNING
0,4,0,28,3,WARNING
0,5,0,28,3,Emergency
1,5,0,28,3,Dewatering
2,5,0,28,3,Procedures
3,5,0,28,3,-
4,5,0,28,3,Continued
0,6,0,28,3,END
1,6,0,28,3,OF
2,6,0,28,3,WORK
3,6,0,28,3,PACKAGE
0,7,0,28,3,0031-4
0,8,0,28,3,OPERATOR
1,8,0,28,3,INSTRUCTIONS
0,0,0,29,3,INITIAL
1,0,0,29,3,SETUP:
0,1,0,29,3,Personnel
1,1,0,29,3,Required
2,1,0,29,3,Diver
3,1,0,29,3,12D
0,2,0,29,3,Paralleling
1,2,0,29,3,Batteries
0,3,0,29,3,CAUTION
0,4,0,29,3,END
1,4,0,29,3,OF
2,4,0,29,3,WORK
3,4,0,29,3,PACKAGE
0,5,0,29,3,0032-1/blank
0,6,0,29,3,OPERATOR
1,6,0,29,3,INSTRUCTIONS
0,0,0,30,3,INITIAL
1,0,0,30,3,SETUP:
0,1,0,30,3,Personnel
1,1,0,30,3,Required
2,1,0,30,3,Diver
3,1,0,30,3,12D
0,2,0,30,3,Equipment
1,2,0,30,3,Condition
2,2,0,30,3,Boat
3,2,0,30,3,Underway
4,2,0,30,3,(WP
5,2,0,30,3,0010)
0,3,0,30,3,Emergency
1,3,0,30,3,Procedures
2,3,0,30,3,During
3,3,0,30,3,Capsizing
0,4,0,30,3,WARNING
0,5,0,30,3,WARNING
0,6,0,30,3,Emergency
1,6,0,30,3,Procedures
2,6,0,30,3,During
3,6,0,30,3,Capsizing
4,6,0,30,3,-
5,6,0,30,3,Continued
0,7,0,30,3,General
1,7,0,30,3,Information
0,8,0,30,3,END
1,8,0,30,3,OF
2,8,0,30,3,WORK
3,8,0,30,3,PACKAGE
0,9,0,30,3,0033-2
0,10,0,30,3,OPERATOR
1,10,0,30,3,INSTRUCTIONS
0,0,0,31,3,INITIAL
1,0,0,31,3,SETUP:
0,1,0,31,3,Personnel
1,1,0,31,3,Required
2,1,0,31,3,Diver
3,1,0,31,3,12D
0,2,0,31,3,References
1,2,0,31,3,WP
2,2,0,31,3,0031
0,3,0,31,3,Equipment
1,3,0,31,3,Condition
2,3,0,31,3,Boat
3,3,0,31,3,Underway
4,3,0,31,3,(WP
5,3,0,31,3,0010)
0,4,0,31,3,Emergency
1,4,0,31,3,Procedures
2,4,0,31,3,During
3,4,0,31,3,Collision
0,5,0,31,3,WARNING
0,6,0,31,3,WARNING
0,7,0,31,3,Emergency
1,7,0,31,3,Procedures
2,7,0,31,3,During
3,7,0,31,3,Collision
4,7,0,31,3,-
5,7,0,31,3,Continued
0,8,0,31,3,General
1,8,0,31,3,Information
0,9,0,31,3,Figure
1,9,0,31,3,1.
2,9,0,31,3,Command
3,9,0,31,3,Microphone
4,9,0,31,3,Distress
5,9,0,31,3,Button.
0,10,0,31,3,END
1,10,0,31,3,OF
2,10,0,31,3,WORK
3,10,0,31,3,PACKAGE
0,11,0,31,3,0034-2
0,12,0,31,3,OPERATOR
1,12,0,31,3,INSTRUCTIONS
0,0,0,32,3,INITIAL
1,0,0,32,3,SETUP:
0,1,0,32,3,Personnel
1,1,0,32,3,Required
2,1,0,32,3,Diver
3,1,0,32,3,12D
0,2,0,32,3,References
1,2,0,32,3,WP
2,2,0,32,3,0021
0,3,0,32,3,Equipment
1,3,0,32,3,Condition
2,3,0,32,3,Boat
3,3,0,32,3,Underway
4,3,0,32,3,(WP
5,3,0,32,3,0010)
0,4,0,32,3,Emergency
1,4,0,32,3,Procedures
2,4,0,32,3,During
3,4,0,32,3,Running
4,4,0,32,3,Aground
0,5,0,32,3,WARNING
0,6,0,32,3,WARNING
0,7,0,32,3,CAUTION
0,8,0,32,3,Emergency
1,8,0,32,3,Procedures
2,8,0,32,3,During
3,8,0,32,3,Running
4,8,0,32,3,Aground
5,8,0,32,3,-
6,8,0,32,3,Continued
0,9,0,32,3,NOTE
0,10,0,32,3,Figure
1,10,0,32,3,1.
2,10,0,32,3,Command
3,10,0,32,3,Microphone
4,10,0,32,3,Distress
5,10,0,32,3,Button.
0,11,0,32,3,END
1,11,0,32,3,OF
2,11,0,32,3,WORK
3,11,0,32,3,PACKAGE
0,12,0,32,3,0035-2
0,13,0,32,3,OPERATOR
1,13,0,32,3,INSTRUCTIONS
0,0,0,33,3,INITIAL
1,0,0,33,3,SETUP:
0,1,0,33,3,Personnel
1,1,0,33,3,Required
2,1,0,33,3,Diver
3,1,0,33,3,12D
0,2,0,33,3,References
1,2,0,33,3,WP
2,2,0,33,3,0010
3,2,0,33,3,WP
4,2,0,33,3,0019
0,3,0,33,3,References
1,3,0,33,3,(cont.)
2,3,0,33,3,WP
3,3,0,33,3,0022
4,3,0,33,3,WP
5,3,0,33,3,0025
0,4,0,33,3,Equipment
1,4,0,33,3,Condition
2,4,0,33,3,Boat
3,4,0,33,3,Underway
4,4,0,33,3,(WP
5,4,0,33,3,0010)
0,5,0,33,3,Complete
1,5,0,33,3,Loss
2,5,0,33,3,Of
3,5,0,33,3,Steering
4,5,0,33,3,Control
0,6,0,33,3,WARNING
0,7,0,33,3,WARNING
0,8,0,33,3,WARNING
0,9,0,33,3,WARNING
0,10,0,33,3,END
1,10,0,33,3,OF
2,10,0,33,3,WORK
3,10,0,33,3,PACKAGE
0,11,0,33,3,0036-1/blank
0,12,0,33,3,OPERATOR
1,12,0,33,3,INSTRUCTIONS
0,0,0,34,3,INITIAL
1,0,0,34,3,SETUP:
0,1,0,34,3,"Life,"
1,1,0,34,3,Marker
2,1,0,34,3,Distress
3,1,0,34,3,(WP
4,1,0,34,3,"0062,"
5,1,0,34,3,Table
6,1,0,34,3,"2,"
7,1,0,34,3,Item
8,1,0,34,3,20)
9,1,0,34,3,"Hook,"
10,1,0,34,3,Boat
11,1,0,34,3,(WP
12,1,0,34,3,"0062,"
13,1,0,34,3,Table
14,1,0,34,3,"2,"
15,1,0,34,3,Item
16,1,0,34,3,15)
0,2,0,34,3,Personnel
1,2,0,34,3,Required
2,2,0,34,3,Diver
3,2,0,34,3,12D
4,2,0,34,3,Assistant
0,3,0,34,3,Emergency
1,3,0,34,3,Procedures
2,3,0,34,3,During
3,3,0,34,3,Man
4,3,0,34,3,Overboard
0,4,0,34,3,WARNING
0,5,0,34,3,WARNING
0,6,0,34,3,WARNING
0,7,0,34,3,Emergency
1,7,0,34,3,Procedures
2,7,0,34,3,During
3,7,0,34,3,Man
4,7,0,34,3,Overboard
5,7,0,34,3,-
6,7,0,34,3,Continued
0,8,0,34,3,Shout
1,8,0,34,3,“MAN
2,8,0,34,3,OVERBOARD”.
0,9,0,34,3,NOTE
0,10,0,34,3,Emergency
1,10,0,34,3,Procedures
2,10,0,34,3,During
3,10,0,34,3,Man
4,10,0,34,3,Overboard
5,10,0,34,3,-
6,10,0,34,3,Continued
0,11,0,34,3,Figure
1,11,0,34,3,2.
2,11,0,34,3,Command
3,11,0,34,3,Microphone
4,11,0,34,3,Distress
5,11,0,34,3,Button.
0,12,0,34,3,END
1,12,0,34,3,OF
2,12,0,34,3,WORK
3,12,0,34,3,PACKAGE
0,13,0,34,3,0037-3/blank
0,14,0,34,3,OPERATOR
1,14,0,34,3,INSTRUCTIONS
0,0,0,35,3,INITIAL
1,0,0,35,3,SETUP:
0,1,0,35,3,Personnel
1,1,0,35,3,Required
2,1,0,35,3,Diver
3,1,0,35,3,12D
4,1,0,35,3,Assistant
0,2,0,35,3,References
1,2,0,35,3,WP
2,2,0,35,3,0004
0,3,0,35,3,References
1,3,0,35,3,(cont.)
2,3,0,35,3,WP
3,3,0,35,3,0011
4,3,0,35,3,WP
5,3,0,35,3,0015
6,3,0,35,3,WP
7,3,0,35,3,0019
8,3,0,35,3,WP
9,3,0,35,3,0028
10,3,0,35,3,WP
11,3,0,35,3,0033
0,4,0,35,3,WARNING
0,5,0,35,3,WARNING
0,6,0,35,3,WARNING
0,7,0,35,3,WARNING
0,8,0,35,3,General
1,8,0,35,3,Information
0,9,0,35,3,Cold
1,9,0,35,3,Weather
2,9,0,35,3,Operation
0,10,0,35,3,High
1,10,0,35,3,Seas
2,10,0,35,3,Operation
0,11,0,35,3,Night
1,11,0,35,3,Operation
0,12,0,35,3,Fog
1,12,0,35,3,Operation
0,13,0,35,3,END
1,13,0,35,3,OF
2,13,0,35,3,WORK
3,13,0,35,3,PACKAGE
0,14,0,35,3,0038-2
0,15,0,35,3,OPERATOR
1,15,0,35,3,INSTRUCTIONS
0,0,0,36,3,Introduction
0,1,0,36,3,Decal
1,1,0,36,3,Guide
0,2,0,36,3,Figure
1,2,0,36,3,1.
2,2,0,36,3,Anchor
3,2,0,36,3,Storage
4,2,0,36,3,Decal.
0,3,0,36,3,Figure
1,3,0,36,3,2.
2,3,0,36,3,Bollard
3,3,0,36,3,Strength
4,3,0,36,3,Decal.
0,4,0,36,3,Figure
1,4,0,36,3,3.
2,4,0,36,3,Fuel
3,4,0,36,3,Load
4,4,0,36,3,Caution
5,4,0,36,3,Decal.
0,5,0,36,3,Decal
1,5,0,36,3,Guide
2,5,0,36,3,-
3,5,0,36,3,Continued
0,6,0,36,3,Figure
1,6,0,36,3,4.
2,6,0,36,3,Danger
3,6,0,36,3,Carbon
4,6,0,36,3,Monoxide
5,6,0,36,3,Decal.
0,7,0,36,3,Figure
1,7,0,36,3,6.
2,7,0,36,3,Fire
3,7,0,36,3,Extinguisher
4,7,0,36,3,Decal.
0,8,0,36,3,Decal
1,8,0,36,3,Guide
2,8,0,36,3,-
3,8,0,36,3,Continued
0,9,0,36,3,Figure
1,9,0,36,3,7.
2,9,0,36,3,Fuel
3,9,0,36,3,Equivalent
4,9,0,36,3,Decal.
0,10,0,36,3,Figure
1,10,0,36,3,8.
2,10,0,36,3,Fuel
3,10,0,36,3,Fill
4,10,0,36,3,Decal.
0,11,0,36,3,Figure
1,11,0,36,3,9.
2,11,0,36,3,FWD
3,11,0,36,3,Tow
4,11,0,36,3,Provision
5,11,0,36,3,Decal.
0,12,0,36,3,Figure
1,12,0,36,3,10.
2,12,0,36,3,Manual
3,12,0,36,3,Bilge
4,12,0,36,3,Pump
5,12,0,36,3,Decal.
0,13,0,36,3,Decal
1,13,0,36,3,Guide
2,13,0,36,3,-
3,13,0,36,3,Continued
0,14,0,36,3,Figure
1,14,0,36,3,11.
2,14,0,36,3,Port
3,14,0,36,3,Fuel
4,14,0,36,3,Shutoff
5,14,0,36,3,Decal.
0,15,0,36,3,Figure
1,15,0,36,3,12.
2,15,0,36,3,Starboard
3,15,0,36,3,Fuel
4,15,0,36,3,Shutoff
5,15,0,36,3,Decal.
0,16,0,36,3,Figure
1,16,0,36,3,13.
2,16,0,36,3,Starter
3,16,0,36,3,Damage
4,16,0,36,3,Warning
5,16,0,36,3,Decal.
0,17,0,36,3,Decal
1,17,0,36,3,Guide
2,17,0,36,3,-
3,17,0,36,3,Continued
0,18,0,36,3,Figure
1,18,0,36,3,14.
2,18,0,36,3,Trailer
3,18,0,36,3,Tie
4,18,0,36,3,Down
5,18,0,36,3,Capacity
6,18,0,36,3,Decal.
0,19,0,36,3,Figure
1,19,0,36,3,15.
2,19,0,36,3,System
3,19,0,36,3,Leak
4,19,0,36,3,Inspection
5,19,0,36,3,Warning
6,19,0,36,3,Decal.
0,20,0,36,3,Figure
1,20,0,36,3,16.
2,20,0,36,3,Bilge
3,20,0,36,3,Compartment
4,20,0,36,3,Gasoline
5,20,0,36,3,Vapors
6,20,0,36,3,Warning
7,20,0,36,3,Decal.
0,21,0,36,3,Decal
1,21,0,36,3,Guide
2,21,0,36,3,-
3,21,0,36,3,Continued
0,22,0,36,3,Figure
1,22,0,36,3,18.
2,22,0,36,3,Torque
3,22,0,36,3,Requirements
4,22,0,36,3,Warning
5,22,0,36,3,Decal.
0,23,0,36,3,Decal
1,23,0,36,3,Guide
2,23,0,36,3,-
3,23,0,36,3,Continued
0,24,0,36,3,Figure
1,24,0,36,3,19.
2,24,0,36,3,Tank
3,24,0,36,3,Vent
4,24,0,36,3,Blower
5,24,0,36,3,Caution
6,24,0,36,3,Decal.
0,25,0,36,3,Figure
1,25,0,36,3,21.
2,25,0,36,3,Spinning
3,25,0,36,3,Handle
4,25,0,36,3,Warning
5,25,0,36,3,Decal.
0,26,0,36,3,Decal
1,26,0,36,3,Guide
2,26,0,36,3,-
3,26,0,36,3,Continued
0,27,0,36,3,Figure
1,27,0,36,3,22.
2,27,0,36,3,Manifold
3,27,0,36,3,Access.
0,28,0,36,3,Figure
1,28,0,36,3,23.
2,28,0,36,3,Boat
3,28,0,36,3,Hook.
0,29,0,36,3,END
1,29,0,36,3,OF
2,29,0,36,3,WORK
3,29,0,36,3,PACKAGE
0,30,0,36,3,0039-8
0,31,0,36,3,CHAPTER
1,31,0,36,3,3
0,0,0,0,4,FOR
0,1,0,0,4,RIGID
1,1,0,0,4,INFLATABLE
2,1,0,0,4,BOAT
3,1,0,0,4,(RIB)
0,2,0,0,4,TM
1,2,0,0,4,5-1940-328-10
0,3,0,0,4,OPERATOR
1,3,0,0,4,TROUBLESHOOTING
0,0,0,1,4,INTRODUCTION
0,1,0,1,4,NOTE
0,2,0,1,4,TROUBLESHOOTING
1,2,0,1,4,SYMPTOM
2,2,0,1,4,INDEX
0,3,0,1,4,Malfunction/Symptom
1,3,0,1,4,Troubleshooting
2,3,0,1,4,Procedure
0,4,0,1,4,Bilge
1,4,0,1,4,Pump
2,4,0,1,4,Will
3,4,0,1,4,Not
4,4,0,1,4,Operate...............................................................................................................
5,4,0,1,4,WP
6,4,0,1,4,0041
0,5,0,1,4,Engine
1,5,0,1,4,Producing
2,5,0,1,4,Excessive
3,5,0,1,4,Exhaust
4,5,0,1,4,Smoke.....................................................................................
5,5,0,1,4,WP
6,5,0,1,4,0044
0,6,0,1,4,Engine
1,6,0,1,4,Surges
2,6,0,1,4,/
3,6,0,1,4,Runs
4,6,0,1,4,Rough
5,6,0,1,4,/
6,6,0,1,4,Low
7,6,0,1,4,Power.........................................................................................
8,6,0,1,4,WP
9,6,0,1,4,0045
0,7,0,1,4,Engine
1,7,0,1,4,Temperature
2,7,0,1,4,High...................................................................
3,7,0,1,4,................................................
4,7,0,1,4,WP
5,7,0,1,4,0046
0,8,0,1,4,Engine
1,8,0,1,4,Vibration
2,8,0,1,4,Excessive.................................................................................................................
3,8,0,1,4,WP
4,8,0,1,4,0047
0,9,0,1,4,Engine
1,9,0,1,4,Will
2,9,0,1,4,Not
3,9,0,1,4,Crank.........................................................................
4,9,0,1,4,................................................
5,9,0,1,4,WP
6,9,0,1,4,0042
0,10,0,1,4,Engines
1,10,0,1,4,Will
2,10,0,1,4,Not
3,10,0,1,4,Tilt............................................................................
4,10,0,1,4,................................................
5,10,0,1,4,WP
6,10,0,1,4,0048
0,11,0,1,4,Lights
1,11,0,1,4,Will
2,11,0,1,4,Not
3,11,0,1,4,Operate.......................................................................
4,11,0,1,4,................................................
5,11,0,1,4,WP
6,11,0,1,4,0050
0,12,0,1,4,Navigation
1,12,0,1,4,Horn
2,12,0,1,4,Inoperative................................................................................................................
3,12,0,1,4,WP
4,12,0,1,4,0049
0,13,0,1,4,Spot
1,13,0,1,4,Light
2,13,0,1,4,Will
3,13,0,1,4,Not
4,13,0,1,4,Operate.................................................................................................................
5,13,0,1,4,WP
6,13,0,1,4,0051
0,14,0,1,4,END
1,14,0,1,4,OF
2,14,0,1,4,WORK
3,14,0,1,4,PACKAGE
0,15,0,1,4,0040-1/blank
0,16,0,1,4,OPERATOR
1,16,0,1,4,TROUBLESHOOTING
0,0,0,2,4,INITIAL
1,0,0,2,4,SETUP:
0,1,0,2,4,Personnel
1,1,0,2,4,Required
2,1,0,2,4,Diver
3,1,0,2,4,12D
0,2,0,2,4,References
1,2,0,2,4,WP
2,2,0,2,4,0002
3,2,0,2,4,WP
4,2,0,2,4,0004
5,2,0,2,4,WP
6,2,0,2,4,0013
0,3,0,2,4,References
1,3,0,2,4,(cont.)
2,3,0,2,4,WP
3,3,0,2,4,0032
4,3,0,2,4,WP
5,3,0,2,4,0054
6,3,0,2,4,WP
7,3,0,2,4,0059
0,4,0,2,4,General
1,4,0,2,4,Information
0,5,0,2,4,TROUBLESHOOTING
1,5,0,2,4,PROCEDURE
0,6,0,2,4,SYMPTOM
0,7,0,2,4,CORRECTIVE
1,7,0,2,4,ACTION
0,8,0,2,4,NOTE
0,9,0,2,4,MALFUNCTION
0,10,0,2,4,CORRECTIVE
1,10,0,2,4,ACTION
0,11,0,2,4,MALFUNCTION
0,12,0,2,4,CORRECTIVE
1,12,0,2,4,ACTION
0,13,0,2,4,MALFUNCTION
