subsubsection,subsection,section,content
0,3,6,"Glove, Patient Examining (WP 0063, Table 1, Item 7)"
0,3,6,Personnel Required Diver 12D
0,3,6,References WP 0002
0,3,6,Filling Oil Reservoirs
0,3,6,WARNING
0,3,6,Filling Oil Reservoirs - Continued
0,3,6,END OF WORK PACKAGE
0,3,6,0057-2
0,3,6,OPERATOR MAINTENANCE
0,4,6,INITIAL SETUP:
0,4,6,"Materials/Parts Glove, Patient Examining (WP 0063, Table 1, Item 3) Rag, Wiping (WP 0063, Table 1, Item 7)"
0,4,6,Personnel Required Diver 12D
0,4,6,WARNING
0,4,6,END OF WORK PACKAGE
0,4,6,0058-2
0,4,6,OPERATOR MAINTENANCE
0,5,6,INITIAL SETUP:
0,5,6,
0,5,6,Personnel Required Diver 12D
0,5,6,Removal
0,5,6,Figure 1. Bilge Pump Cover.
0,5,6,END OF TASK
0,5,6,Installation
0,5,6,END OF TASK
0,5,6,END OF WORK PACKAGE
0,5,6,0059-1/blank
0,5,6,OPERATOR MAINTENANCE
0,6,6,INITIAL SETUP:
0,6,6,"Materials/Parts Chock, Wheel -Track (WP 0062, Table 2, Item"
0,6,6,"Wrench, Socket (WP 0062, Table 2, Item 31) Jack, Dolly Type, Mechanical (WP 0062, Table 2, Item 14) Tire, Wheel, Assembly (WP 0062, Table 2, Item"
0,6,6,
0,6,6,Personnel Required Diver 12D Assistant
0,6,6,References WP 0026
0,6,6,WARNING
0,6,6,WARNING
0,6,6,CAUTION
0,6,6,Removal
0,6,6,Figure 7. Wheel Assembly.
0,6,6,END OF TASK
0,6,6,Installation
0,6,6,Figure 11. Bottle Jack.
0,6,6,0060-10
0,6,6,Installation - Continued
0,6,6,CAUTION
0,6,6,NOTE
0,6,6,END OF TASK
0,6,6,END OF WORK PACKAGE
0,6,6,0060-12
0,6,6,CHAPTER 6
0,0,7,FOR
0,0,7,RIGID INFLATABLE BOAT (RIB)
0,0,7,TM 5-1940-328-10
0,0,7,OPERATOR
0,1,7,REFERENCES
0,1,7,NOTE
0,1,7,FORMS
0,1,7,DA Form 2408-9 Equipment Control Record
0,1,7,DA PAM 750-8 The Army Maintenance Management System (TAMMS) User's Manual
0,1,7,SF-368 Product Quality Deficiency Report
0,1,7,TRAINING CIRCULAR
0,1,7,TC 4-02.1 First Aid
0,1,7,MISCELLANEOUS PUBLICATIONS
0,1,7,CTA 8-100 Army Medical Department Expendable/Durable Items
0,1,7,TM 38-250 Preparing Hazardous Materials For Military Air Shipment
0,1,7,MISCELLANEOUS PUBLICATIONS - Continued
0,1,7,TM 750–244–3 Procedures For Destruction Of Equipment To Prevent Enemy Use (Mobility Equipment Command)
0,1,7,END OF WORK PACKAGE
0,1,7,0061-2
0,1,7,OPERATOR
0,2,7,INTRODUCTION
0,2,7,Scope
0,2,7,General
0,2,7,RIB 8 Meter Army Rigid Inflatable Boat
0,2,7,Table 1.  COMPONENTS OF END ITEM LIST.
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"BOAT, RIGID INFLATABLE 1102610F-OC-A (0ZFD4) EA 1 2805-01–666–7770 OUTBOARD MOTOR, GASOLINE E250Z (1UVT5) EA 1 2805-01–666–7748 OUTBOARD MOTOR, GASOLINE E250ZC (1UVT5) EA 1 TM 5-1940-328-10 0062 0062-2 RIB RIB RIB Table 1.  COMPONENTS OF END ITEM LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,2330-01–666–7839
0,2,7,"TRAILER, BOAT MOVING WS8M-180 (0VSH3)"
0,2,7,EA 1
0,2,7,RIB
0,2,7,Table 2.  BASIC ISSUE ITEMS (BII) LIST.
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"2040-01–406–6850 ANCHOR, MARINE, FLUKED FX16 (0JU33) EA 1 2540-01–494–0078 CHOCK, WHEEL-TRACK RC815 (032T9) EA 2 4210-01–586–7150 EXTINGUISHER, FIRE 25614 (57658) EA 3 TM 5-1940-328-10 0062 0062-4 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"2040-01–677–6609 FENDER, MARINE 22-830-435 (0B530) EA 2 4020-01–678–4202 FIBER ROPE ASSEMBLY, SINGLE LEG (Anchor Line) ALB121C1 (0S4H4) EA 1 4020-01–678–4468 FIBER ROPE ASSEMBLY, SINGLE LEG (Fender Whip) 302110006BK-1 (41830) EA 2 TM 5-1940-328-10 0062 0062-5 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4020-01–647–7113 FIBER ROPE ASSEMBLY, SINGLE LEG (Mooring Line) 302116050BK-1 (41830) AY 4 4020-01–678–6007 FIBER ROPE ASSEMBLY, SINGLE LEG (Tow Line) WS8M402097 (0ZFD4) EA 1 6545-00–922–1200 FIRST AID KIT, UTILITY 6545-00-922-1200 (89875) KT 1 TM 5-1940-328-10 0062 0062-6 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4220-00–153–7279 FLAG, DIVERS 9209 (25609) EA 1 8345-00–130–2892 FLAG, NATIONAL 5–1–17 (22571) EA 1 8345-00–935–0445 FLAG, SIGNAL 8345–00–935–0445 (83421) EA 1 TM 5-1940-328-10 0062 0062-7 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4910-01–121–9847 GAGE,TIRE PRESSURE,SELF- CONTAINED 1314BK (61125) EA 1 6685-01–657–2940 GAGE, PRESSURE, DIAL INDICATING BC-PGAUGE (1CAY9) EA 1 2040-01–579–7489 HOOK, BOAT 55170 (62840) EA 1 TM 5-1940-328-10 0062 0062-8 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4720-01–447–8759 HOSE, NONMETALLIC (Garden Hose) 829501-1001 (58358) LG 1 4910-01–548–6073 JACK, DOLLY TYPE, MECHANICAL (Trailer Jack) HZDJACBTL06TON (0VSH3) EA 1 5120-01–460–3223 KEY, SOCKET HEAD SCREW (T-Wrench 5/32) 13109 (31734) EA 1 TM 5-1940-328-10 0062 0062-9 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4220-01–654–3706 LIFE PRESERVER, VEST MD3183 (1CJ91) EA 6 6230-01–677–5342 LIGHT, MARKER, DISTRESS (Buoy Light) 1820 (7T351) EA 1 7810-01–678–4236 NEEDLE, INFLATION 31010 (3FJT7) PG 1 TM 5-1940-328-10 0062 0062-10 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"5110-01–576–3400 NIPPERS, END CUTTING 350860 (1UVT5) EA 1 4730-01–261–5065 NOZZLE, GARDEN HOSE 7239T11 (39428) EA 1 4730-01–596–4760 PLUG, PIPE (Transom Plug) 4452K124 (0KVE6) EA 1 TM 5-1940-328-10 0062 0062-11 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4320-01–678–5474 PUMP, INFLATING, MANUAL (Collar Pump) WS8MKPUMP (0ZFD4) EA 1 4320-01–677–8594 PUMP, INFLATING, MANUAL (Hub Hand Pump) 1005 (3FJT7) EA 1 4320-01–678–0372 PUMP, RECIPROCATING (Bilge Pump) 915F (0PVF8) EA 1 TM 5-1940-328-10 0062 0062-12 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,"4220-01–613–2657 RING BUOY, LIFESAVING G0–24 (7T351) EA 1 2530-01–564–1677 TIRE, WHEEL, ASSEMBLY TIAGT160245E-6GV (0VSH3) EA 1 5120-01–349–1442 WRENCH, BOX AND OPEN END, COMBINATION (Wrench 14mm) OEXM14B (55719) EA 1 TM 5-1940-328-10 0062 0062-13 RIB RIB RIB Table 2.  BASIC ISSUE ITEMS (BII) LIST - Continued."
0,2,7,(2) (3) (4) (5) (6)
0,2,7,ITEM NUMBER
0,2,7,NATIONAL STOCK NUMBER (NSN) AND ILLUSTRATION
0,2,7,"DESCRIPTION, PART NUMBER/(CAGEC)"
0,2,7,USABLE ON CODE U/I
0,2,7,QTY RQR
0,2,7,5120-01–678–2411
0,2,7,"WRENCH, SOCKET (Lug Wrench) 35633 (75204)"
0,2,7,EA 1
0,2,7,END OF WORK PACKAGE
0,2,7,0062-14
0,2,7,RIB
0,2,7,OPERATOR
0,3,7,INTRODUCTION
0,3,7,Scope
0,3,7,(2) (3) (4) (5)
0,3,7,ITEM NO. LEVEL
0,3,7,NATIONAL STOCK NUMBER (NSN)
0,3,7,"ITEM NAME, DESCRIPTION, PART NUMBER/ (CAGEC) U/I"
0,3,7,"C 6135 -00-835-7210 BATTERY,NONRECHARGEABLE (D-Cell) 13A (80204) PG"
0,3,7,"C 9150-01-052-6762 BRAKE FLUID,AUTOMOTIVE (Dot-3) FC9313 (63477) QT"
0,3,7,"C 6515-01-535-6182 GLOVE,PATIENT EXAMINING PRO31762 (0PMN3) PG"
0,3,7,"C 6850-01-633-0847 INHIBITOR,CORROSION,PETROLEUM FUEL 766210 (1UVT5) CO"
0,3,7,"C 9150-01-581-2427 LUBRICATING OIL,ENGINE 0779711 (1UVT5) GL"
0,3,7,"C 5315-01–518–7397 PIN,COTTER 98338A190 (39428) EA"
0,3,7,"C 7920-00-205-1711 RAG,WIPING 1711 (1VQE1) BE"
0,3,7,"C 5975-00-984-6582 STRAP,TIE DOWN,ELECTRICAL COMPONENTS MS3367-1-0 (0U583) HD"
0,3,7,"C 8030-00-889-3535 TAPE,ANTISEIZING 11072502 (18876)"
0,3,7,EA
0,3,7,END OF WORK PACKAGE
0,3,7,0063-2
0,3,7,DATE
0,3,7,RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS
0,3,7,INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028
0,3,7,DETERMINING AND SELECTING THE PROPER PROPONENT
0,3,7,TM Number
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL ADDRESS"
0,3,7,PREVIOUS EDITIONS ARE OBSOLETE.
0,3,7,PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,SIGNATURE
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,SAMPLE
0,3,7,PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS
0,3,7,DATE:
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,TM number
0,3,7,PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,Your name
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS SIGNATURE"
0,3,7,SAMPLE
0,3,7,DATE
0,3,7,RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS
0,3,7,INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028
0,3,7,DETERMINING AND SELECTING THE PROPER PROPONENT
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL ADDRESS"
0,3,7,PREVIOUS EDITIONS ARE OBSOLETE.
0,3,7,PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,SIGNATURE
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,TM 5-1940-328-10
0,3,7,JUNE 2 019
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS
0,3,7,DATE:
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS SIGNATURE"
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,JUNE 2 019
0,3,7,TM 5-1940-328-10
0,3,7,DATE
0,3,7,RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS
0,3,7,INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028
0,3,7,DETERMINING AND SELECTING THE PROPER PROPONENT
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL ADDRESS"
0,3,7,PREVIOUS EDITIONS ARE OBSOLETE.
0,3,7,PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,SIGNATURE
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,TM 5-1940-328-10
0,3,7,JUNE 2 019
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS
0,3,7,DATE:
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS SIGNATURE"
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,JUNE 2 019
0,3,7,TM 5-1940-328-10
0,3,7,DATE
0,3,7,RECOMMENDED CHANGES TO PUBLICATIONS AND BLANK FORMS
0,3,7,INSTRUCTIONS FOR SUBMITTING THE DA FORM 2028
0,3,7,DETERMINING AND SELECTING THE PROPER PROPONENT
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE/RANK, POSITION TITLE, E-MAIL ADDRESS"
0,3,7,PREVIOUS EDITIONS ARE OBSOLETE.
0,3,7,PART I - ALL PUBLICATIONS (EXCEPT RPSTL) AND BLANK FORMS PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,SIGNATURE
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,TM 5-1940-328-10
0,3,7,JUNE 2 019
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,PART II - REPAIR PARTS AND SPECIAL TOOLS LISTS
0,3,7,DATE:
0,3,7,"DA FORM 2028, JUN 2018"
0,3,7,PUBLICATION/ FORM DATE
0,3,7,TITLE
0,3,7,TELEPHONE NUMBER/DSN/ EXTENSION
0,3,7,"TYPED NAME, GRADE OR TITLE, AND E-MAIL ADDRESS SIGNATURE"
0,3,7,OPERATOR MANUAL FOR RIGID INFLATABLE BOAT NSN 1940-01–646–7565 NSW8MTR-OPEN-001
0,3,7,JUNE 2 019
0,3,7,TM 5-1940-328-10
0,3,7,Official:
0,3,7,1913651
0,3,7,June 2019
0,3,7,TM 5-1940-328-10
0,3,7,Code
0,3,7,Remote Control Circuit/ Sensor
0,3,7,Single
0,3,7,Dual
0,3,7,Critical
0,3,7,Evinrude Digital Touch
0,3,7,Screen Display
0,3,7,Audible Alarm
0,3,7,Indicator LED's
0,3,7,Fault Information/ Corrective Action
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 15 Lever Calibration
0,3,7,Error
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 18 PRVT
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,Remote Control Fault Codes
0,3,7,FO-1.  EMM Fault Code Chart
0,3,7,FP-1/blank
0,3,7,Code
0,3,7,Remote Control Circuit/ Sensor
0,3,7,Single
0,3,7,Dual
0,3,7,Critical
0,3,7,Evinrude Digital Touch
0,3,7,Screen Display
0,3,7,Audible Alarm
0,3,7,Indicator LED's
0,3,7,Fault Information/ Corrective Action
0,3,7,
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 31 Main Power
0,3,7,Fault
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 32 Accessory
0,3,7,Power Fault
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 33 Ground Fault
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Code 34 Accessory
0,3,7,Ground Fault
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Neutral
0,3,7,Remote Control Fault Codes
0,3,7,FO-1.  EMM Fault Code Chart
0,3,7,FP-3/blank
0,3,7,Code
0,3,7,EMM Circuit/ Sensor
0,3,7,Internal
0,3,7,Sensor
0,3,7,S.A.F.E
0,3,7,Shut
0,3,7,Down
0,3,7,Evinrude Digital
0,3,7,Touch Screen
0,3,7,Display
0,3,7,SystemCheck
0,3,7,Display
0,3,7,Time To Activate
0,3,7,Sensor: Circuit Voltage / Resistance (0) / Information
0,3,7,
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,Immediate
0,3,7,
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,X
0,3,7,Engine
0,3,7,
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Engine
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Engine
0,3,7,
0,3,7,Start-in-gear
0,3,7,Check Engine
0,3,7,
0,3,7,Winterization activated
0,3,7,All LEDs Flashing
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,X seconds
0,3,7,EMM Temperature < -22 ° F (-30° C).
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Temp
0,3,7,
0,3,7,X
0,3,7,Battery
0,3,7,
0,3,7,Battery
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Temp
0,3,7,Water Temp/ Hot
0,3,7,(Flashing) seconds
0,3,7,
0,3,7,X
0,3,7,Temp
0,3,7,Water Temp/ Hot
0,3,7,(Flashing) seconds
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Oil
0,3,7,
0,3,7,X
0,3,7,Oil
0,3,7,
0,3,7,X
0,3,7,Oil
0,3,7,
0,3,7,Engine
0,3,7,
0,3,7,X
0,3,7,Temp
0,3,7,
0,3,7,Temp
0,3,7,
0,3,7,Temp seconds
0,3,7,
0,3,7,Temp
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,X seconds
0,3,7,Outboard Fault Codes
0,3,7,FO-1.  EMM Fault Code Chart
0,3,7,FP-5/blank
0,3,7,Code
0,3,7,EMM Circuit/ Sensor
0,3,7,Internal
0,3,7,Sensor
0,3,7,S.A.F.E
0,3,7,Shut
0,3,7,Down
0,3,7,Evinrude Digital
0,3,7,Touch Screen
0,3,7,Display
0,3,7,SystemCheck
0,3,7,Display
0,3,7,Time To Activate
0,3,7,Sensor: Circuit Voltage / Resistance (0) / Information
0,3,7,
0,3,7,Temp
0,3,7,
0,3,7,Temp seconds
0,3,7,
0,3,7,Temp seconds
0,3,7,
0,3,7,Engine
0,3,7,
0,3,7,X
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,(Flashing) seconds
0,3,7,
0,3,7,Engine minutes
0,3,7,
0,3,7,Engine minutes
0,3,7,
0,3,7,Temp
0,3,7,
0,3,7,Temp seconds
0,3,7,
0,3,7,Temp
0,3,7,
0,3,7,X
0,3,7,Temp
0,3,7,
0,3,7,
0,3,7,
0,3,7,X instances
0,3,7,
0,3,7,X
0,3,7,Engine
0,3,7,
0,3,7,Engine
0,3,7,
0,3,7,Engine
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,X seconds
0,3,7,
0,3,7,Engine
0,3,7,
0,3,7,Engine
0,3,7,101-106
0,3,7,Engine
0,3,7,RPM)
0,3,7,112
0,3,7,113
0,3,7,114
0,3,7,115
0,3,7,Outboard Fault Codes
0,3,7,FO-1.  EMM Fault Code Chart
0,3,7,FP-7/blank
0,3,7,Code
0,3,7,EMM Circuit/ Sensor
0,3,7,Internal
0,3,7,Sensor
0,3,7,S.A.F.E
0,3,7,Shut
0,3,7,Down
0,3,7,Evinrude Digital
0,3,7,Touch Screen
0,3,7,Display
0,3,7,SystemCheck
0,3,7,Display
0,3,7,Time To Activate
0,3,7,Sensor: Circuit Voltage / Resistance (0) / Information
0,3,7,117
0,3,7,X
0,3,7,X
0,3,7,Oil
0,3,7,132
0,3,7,X
0,3,7,Engine
0,3,7,133
0,3,7,X
0,3,7,Engine
0,3,7,134
0,3,7,Engine
0,3,7,136
0,3,7,X
0,3,7,Engine
0,3,7,Temperature second
0,3,7,137
0,3,7,X
0,3,7,Engine
0,3,7,140
0,3,7,141
0,3,7,153
0,3,7,X
0,3,7,Engine
0,3,7,154
0,3,7,Engine seconds
0,3,7,155
0,3,7,Engine seconds
0,3,7,156
0,3,7,157
0,3,7,Engine
0,3,7,158
0,3,7,Engine
0,3,7,159
0,3,7,160
0,3,7,161
0,3,7,Engine
0,3,7,162
0,3,7,ETC Shut-down
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,163
0,3,7,164
0,3,7,165
0,3,7,166
0,3,7,167
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,168
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,172
0,3,7,X
0,3,7,Engine
0,3,7,Outboard Fault Codes
0,3,7,Electronic Throttle Controller (ETC)
0,3,7,FO-1.  EMM Fault Code Chart
0,3,7,FP-9/blank
0,3,7,Code
0,3,7,EMM Circuit/ Sensor
0,3,7,Internal
0,3,7,Sensor
0,3,7,S.A.F.E
0,3,7,Shut
0,3,7,Down
0,3,7,Evinrude Digital
0,3,7,Touch Screen
0,3,7,Display
0,3,7,SystemCheck
0,3,7,Display
0,3,7,Time To Activate
0,3,7,Sensor: Circuit Voltage / Resistance (0) / Information
0,3,7,173
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,174
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,175
0,3,7,X
0,3,7,Engine
0,3,7,179
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,180
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,181
0,3,7,X
0,3,7,Engine
0,3,7,182
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,183
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,191
0,3,7,X
0,3,7,Engine
0,3,7,195
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,196
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,197
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,198
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,199
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,Immediate
0,3,7,200
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,Immediate
0,3,7,201
0,3,7,ESC Position Sensors OOC
0,3,7,X
0,3,7,Engine
0,3,7,Check Engine
0,3,7,203
