span	size	face	marker	line	page
References	10.0	1	-1	4172	243
WP 0010	10.0	0	-1	4173	243
Equipment Condition	10.0	1	-1	4174	243
Boat Underway (WP 0010)	10.0	0	-1	4175	243
Towing Another Vessel	10.0	1	-1	4176	243
WARNING	12.0	1	-1	4177	243
Towing is a hazardous task.	10.0	0	-1	4178	243
Operator is responsible for maintaining a safe distance from	10.0	0	-1	4178	243
the disabled vessel.	10.0	0	-1	4179	243
If towed equipment places personnel or RIB in danger, sever towing	10.0	0	-1	4179	243
arrangement.	10.0	0	-1	4180	243
Lines under tension carry a risk of breakage or ‘letting go’ without warning,	10.0	0	-1	4180	243
causing the line to snap back at very high speed.	10.0	0	-1	4181	243
Keep body parts and clothing clear of	10.0	0	-1	4181	243
lines under tension.	10.0	0	-1	4182	243
In the event of injury, seek medical attention.	10.0	0	-1	4182	243
Failure to comply may	10.0	0	-1	4182	243
result in injury to personnel.	10.0	0	-1	4183	243
WARNING	12.0	1	-1	4184	243
Ensure all personnel in the vicinity and operating the outboard engine wear personal	10.0	0	-1	4185	243
protective equipment such as hearing protection when engine is being operated a to	10.0	0	-1	4186	243
prevent against potential noise hazards.	10.0	0	-1	4187	243
Failure to comply may result in injury to personnel.	10.0	0	-1	4187	243
WARNING	12.0	1	-1	4188	243
Always use the emergency stop lanyard when operating the engines to prevent runaway	10.0	0	-1	4189	243
boat.	10.0	0	-1	4190	243
Keep emergency stop lanyard free from obstructions and entanglements.	10.0	0	-1	4190	243
Failure to	10.0	0	-1	4190	243
comply may result in damage to equipment or injury to personnel.	10.0	0	-1	4191	243
WARNING	12.0	1	-1	4192	243
Ensure personnel wear PFDs at all times during operation of boat in water.	10.0	0	-1	4193	243
Failure to	10.0	0	-1	4193	243
comply may result in injury or death to personnel.	10.0	0	-1	4194	243
CAUTION	12.0	1	-1	4195	243
Tow post is rated for 4,788 lbs (2172 kg). Do not exceed tow post capacity.	10.0	0	-1	4196	243
Failure to	10.0	0	-1	4196	243
comply may result in damage to equipment.	10.0	0	-1	4197	243
TM 5-1940-328-10	10.0	1	-1	4198	243
0027	10.0	1	-1	4198	243
0027-1	10.0	1	-1	4199	243
Towing Another Vessel - Continued	10.0	1	-1	4200	244
1.	10.0	0	2	4201	244
Wrap tow line (Figure 1, Item 2) several times around tow post (Figure 1, Item 4).	10.0	0	-1	4201	244
2.	10.0	0	2	4202	244
Provide end of tow line to disabled boat.	10.0	0	-1	4202	244
3.	10.0	0	2	4203	244
Ensure tow line is between engine guard posts (Figure 1, Item 3).	10.0	0	-1	4203	244
4.	10.0	0	2	4204	244
While paying out tow line, maneuver boat forward to safe distance from disabled boat.	10.0	0	-1	4205	244
5.	10.0	0	2	4206	244
Using aft cleat (Figure 1, Item 1), make off remainder of tow line (Figure 1, Item 2).	10.0	0	-1	4206	244
<img0230>	-1.0	-1	-1	4207	244
Figure 1.	10.0	0	-1	4208	244
Towing Arrangement.	10.0	0	-1	4208	244
6.	10.0	0	2	4209	244
Get underway and proceed slowly (WP 0010).	10.0	0	-1	4209	244
END OF WORK PACKAGE	10.0	1	-1	4210	244
TM 5-1940-328-10	10.0	1	-1	4211	244
0027	10.0	1	-1	4211	244
0027-2	10.0	1	-1	4212	244
OPERATOR INSTRUCTIONS	10.0	1	-1	4213	245
OPERATING UNDER USUAL CONDITIONS CABIN ENCLOSURE ASSEMBLY	10.0	1	-1	4214	245
INITIAL SETUP:	10.0	1	-1	4215	245
Personnel Required	10.0	1	-1	4216	245
Diver 12D	10.0	0	-1	4217	245
Assistant	10.0	0	-1	4218	245
INSTALLATION	10.0	1	-1	4219	245
NOTE	12.0	1	-1	4220	245
•	10.0	1	1	4221	245
There are four panels that make up the enclosure.	10.0	0	-1	4221	245
Each panel is specific to a side	10.0	0	-1	4221	245
of the cabin.	10.0	0	-1	4222	245
•	10.0	1	1	4223	245
Entrance flaps to port and starboard side panels can be folded back and snapped	10.0	0	-1	4223	245
to the rear panel by using the snap at the top of the entrance flap.	10.0	0	-1	4224	245
TM 5-1940-328-10	10.0	1	-1	4225	245
0028	10.0	1	-1	4225	245
0028-1	10.0	1	-1	4226	245
INSTALLATION - Continued	10.0	1	-1	4227	246
1.	10.0	0	2	4228	246
Remove panels from bag (Figure 1, Item 1).	10.0	0	-1	4228	246
<img0231>	-1.0	-1	-1	4229	246
Figure 1.	10.0	0	-1	4230	246
Cabin Enclosure Storage Bag.	10.0	0	-1	4230	246
2.	10.0	0	2	4231	246
With assistant, zip windshield panel (Figure 2, Item 2) to collar (Figure 2, Item 1), then snap panel to front of	10.0	0	-1	4231	246
cabin (Figure 2, Item 3).	10.0	0	-1	4232	246
<img0232>	-1.0	-1	-1	4233	246
Figure 2.	10.0	0	-1	4234	246
Windshield Panel.	10.0	0	-1	4234	246
TM 5-1940-328-10	10.0	1	-1	4235	246
0028	10.0	1	-1	4235	246
0028-2	10.0	1	-1	4236	246
INSTALLATION - Continued	10.0	1	-1	4237	247
3.	10.0	0	2	4238	247
With assistant, zip port panel (Figure 3, Item 2) to collar (Figure 3, Item 1).	10.0	0	-1	4238	247
4.	10.0	0	2	4239	247
With assistant, zip port panel (Figure 3, Item 2) to windshield panel (Figure 3, Item 4) and snap port panel to	10.0	0	-1	4240	247
cabin (Figure 3, Item 3).	10.0	0	-1	4241	247
<img0233>	-1.0	-1	-1	4242	247
Figure 3.	10.0	0	-1	4243	247
Port Panel.	10.0	0	-1	4243	247
TM 5-1940-328-10	10.0	1	-1	4244	247
0028	10.0	1	-1	4244	247
0028-3	10.0	1	-1	4245	247
INSTALLATION - Continued	10.0	1	-1	4246	248
5.	10.0	0	2	4247	248
With assistant, zip starboard panel (Figure 4, Item 4) to collar (Figure 4, Item 1).	10.0	0	-1	4247	248
6.	10.0	0	2	4248	248
With assistant, zip starboard panel (Figure 4, Item 4) to windshield panel (Figure 4, Item 2) and snap	10.0	0	-1	4248	248
starboard panel to cabin (Figure 4, Item 3).	10.0	0	-1	4249	248
<img0234>	-1.0	-1	-1	4250	248
Figure 4.	10.0	0	-1	4251	248
Starboard Panel.	10.0	0	-1	4251	248
TM 5-1940-328-10	10.0	1	-1	4252	248
0028	10.0	1	-1	4252	248
0028-4	10.0	1	-1	4253	248
INSTALLATION - Continued	10.0	1	-1	4254	249
7.	10.0	0	2	4255	249
With assistant, zip rear panel (Figure 5, Item 3) to collar (Figure 5, Item 1).	10.0	0	-1	4255	249
8.	10.0	0	2	4256	249
With assistant, zip rear panel (Figure 5, Item 3) to port side panel (Figure 5, Item 4) and starboard side	10.0	0	-1	4256	249
panel (Figure 5, Item 2).	10.0	0	-1	4257	249
<img0235>	-1.0	-1	-1	4258	249
Figure 5.	10.0	0	-1	4259	249
Rear Panel.	10.0	0	-1	4259	249
TM 5-1940-328-10	10.0	1	-1	4260	249
0028	10.0	1	-1	4260	249
0028-5	10.0	1	-1	4261	249
REMOVAL	10.0	1	-1	4262	250
1.	10.0	0	2	4263	250
With assistant, unzip rear panel (Figure 6, Item 3) from starboard side panel (Figure 6, Item 2) and unsnap	10.0	0	-1	4263	250
from cabin.	10.0	0	-1	4264	250
2.	10.0	0	2	4265	250
With assistant, unzip rear panel (Figure 6, Item 3) from port side panel (Figure 6, Item 4) and unsnap from	10.0	0	-1	4266	250
cabin.	10.0	0	-1	4267	250
3.	10.0	0	2	4268	250
With assistant, unzip rear panel (Figure 6, Item 3) from collar (Figure 6, Item 1).	10.0	0	-1	4268	250
<img0236>	-1.0	-1	-1	4269	250
Figure 6.	10.0	0	-1	4270	250
Rear Panel.	10.0	0	-1	4270	250
TM 5-1940-328-10	10.0	1	-1	4271	250
0028	10.0	1	-1	4271	250
0028-6	10.0	1	-1	4272	250
REMOVAL - Continued	10.0	1	-1	4273	251
4.	10.0	0	2	4274	251
With assistant, unzip starboard panel (Figure 7, Item 4) from windshield panel (Figure 7, Item 2) and unsnap	10.0	0	-1	4274	251
starboard panel from cabin (Figure 7, Item 3).	10.0	0	-1	4275	251
5.	10.0	0	2	4276	251
With assistant, unzip starboard panel (Figure 7, Item 4) from collar (Figure 7, Item 1).	10.0	0	-1	4276	251
<img0237>	-1.0	-1	-1	4277	251
Figure 7.	10.0	0	-1	4278	251
Starboard Panel.	10.0	0	-1	4278	251
TM 5-1940-328-10	10.0	1	-1	4279	251
0028	10.0	1	-1	4279	251
0028-7	10.0	1	-1	4280	251
REMOVAL - Continued	10.0	1	-1	4281	252
6.	10.0	0	2	4282	252
With assistant, unzip port panel (Figure 8, Item 2) from windshield panel (Figure 8, Item 4) and unsnap port	10.0	0	-1	4282	252
panel from cabin (Figure 8, Item 3).	10.0	0	-1	4283	252
7.	10.0	0	2	4284	252
With assistant, unzip port panel (Figure 8, Item 2) from collar (Figure 8, Item 1).	10.0	0	-1	4284	252
<img0238>	-1.0	-1	-1	4285	252
Figure 8.	10.0	0	-1	4286	252
Port Panel	10.0	0	-1	4286	252
TM 5-1940-328-10	10.0	1	-1	4287	252
0028	10.0	1	-1	4287	252
0028-8	10.0	1	-1	4288	252
REMOVAL - Continued	10.0	1	-1	4289	253
8.	10.0	0	2	4290	253
With assistant, unzip windshield panel (Figure 9, Item 2) from collar (Figure 9, Item 1), then unsnap panel	10.0	0	-1	4290	253
from front of cabin (Figure 9, Item 3).	10.0	0	-1	4291	253
<img0239>	-1.0	-1	-1	4292	253
Figure 9.	10.0	0	-1	4293	253
Windshield Panel.	10.0	0	-1	4293	253
TM 5-1940-328-10	10.0	1	-1	4294	253
0028	10.0	1	-1	4294	253
0028-9	10.0	1	-1	4295	253
REMOVAL - Continued	10.0	1	-1	4296	254
CAUTION	12.0	1	-1	4297	254
Carefully roll panels as to not form creases in the windows.	10.0	0	-1	4298	254
Failure to comply may result in	10.0	0	-1	4298	254
damage to equipment.	10.0	0	-1	4299	254
9.	10.0	0	2	4300	254
Place panels into bag (Figure 10, Item 1) and securely stow.	10.0	0	-1	4300	254
<img0240>	-1.0	-1	-1	4301	254
Figure 10.	10.0	0	-1	4302	254
Cabin Enclosure Storage Bag.	10.0	0	-1	4302	254
END OF WORK PACKAGE	10.0	1	-1	4303	254
TM 5-1940-328-10	10.0	1	-1	4304	254
0028	10.0	1	-1	4304	254
0028-10	10.0	1	-1	4305	254
OPERATOR INSTRUCTIONS	10.0	1	-1	4306	255
OPERATING UNDER USUAL CONDITIONS PREPARATION FOR LONG TERM STORAGE	10.0	1	-1	4307	255
INITIAL SETUP:	10.0	1	-1	4308	255
Materials/Parts	10.0	1	-1	4309	255
Inhibitor, Corrosion, Petroleum Fuel (WP 0063,	10.0	0	-1	4310	255
Table 1, Item 4)	10.0	0	-1	4311	255
Personnel Required	10.0	1	-1	4312	255
Diver 12D	10.0	0	-1	4313	255
References	10.0	1	-1	4314	255
WP 0005	10.0	0	-1	4315	255
References (cont.)	10.0	1	-1	4316	255
WP 0021	10.0	0	-1	4317	255
WP 0028	10.0	0	-1	4318	255
WP 0055	10.0	0	-1	4319	255
Equipment Condition	10.0	1	-1	4320	255
Boat Trailered (WP 0024)	10.0	0	-1	4321	255
Preparation for Long Term Storage	10.0	1	-1	4322	255
WARNING	12.0	1	-1	4323	255
•	10.0	1	1	4324	255
Fuel is flammable and harmful to health.	10.0	0	-1	4324	255
Keep fuel away from heat or ignition	10.0	0	-1	4324	255
sources.	10.0	0	-1	4325	255
DO NOT smoke within 50 feet (15 m) of a fuel source.	10.0	0	-1	4325	255
Do not work on	10.0	0	-1	4325	255
fuel system when engine is hot.	10.0	0	-1	4326	255
Shut down engine before refueling.	10.0	0	-1	4326	255
Ensure fuel	10.0	0	-1	4326	255
nozzle is grounded to filler neck.	10.0	0	-1	4327	255
Do not overfill fuel tank.	10.0	0	-1	4327	255
Keep fire extinguisher	10.0	0	-1	4327	255
nearby.	10.0	0	-1	4328	255
Wear personal protective equipment such as gloves and eye protection	10.0	0	-1	4328	255
and ensure adequate ventilation during refueling.	10.0	0	-1	4329	255
•	10.0	1	1	4330	255
Refer to local procedures and plans for preventing and responding to fuel spills or	10.0	0	-1	4330	255
leaks.	10.0	0	-1	4331	255
Use a drain pan or suitable container to capture any draining, leaking or	10.0	0	-1	4331	255
spilled fuel.	10.0	0	-1	4332	255
Immediately clean up spilled fuel.	10.0	0	-1	4332	255
Keep cloths/rags away from open	10.0	0	-1	4332	255
flame and/or ignition sources.	10.0	0	-1	4333	255
Comply with local procedures and environmental	10.0	0	-1	4333	255
regulations when disposing of unused fuel, soiled/cleanup materials (such as filters	10.0	0	-1	4334	255
and rags), and drained, leaked or spilled fuel.	10.0	0	-1	4335	255
•	10.0	1	1	4336	255
Failure to comply may result in injury to personnel and/or damage to the	10.0	0	-1	4336	255
environment.	10.0	0	-1	4337	255
TM 5-1940-328-10	10.0	1	-1	4338	255
0029	10.0	1	-1	4338	255
0029-1	10.0	1	-1	4339	255
Preparation for Long Term Storage - Continued	10.0	1	-1	4340	256
1.	10.0	0	2	4341	256
Fill fuel tank (WP 0055).	10.0	0	-1	4341	256
2.	10.0	0	2	4342	256
Stabilize fuel supply by adding corrosion inhibitor following instructions on container.	10.0	0	-1	4342	256
3.	10.0	0	2	4343	256
Perform engine winterizing procedure (WP 0021).	10.0	0	-1	4343	256
4.	10.0	0	2	4344	256
Close four fuel valves (WP 0005).	10.0	0	-1	4345	256
5.	10.0	0	2	4346	256
Ensure multi-function display and engine monitor covers are installed.	10.0	0	-1	4346	256
6.	10.0	0	2	4347	256
Ensure all hatches and doors are closed and secured.	10.0	0	-1	4347	256
7.	10.0	0	2	4348	256
Install cabin enclosure assembly (WP 0028).	10.0	0	-1	4348	256
END OF WORK PACKAGE	10.0	1	-1	4349	256
TM 5-1940-328-10	10.0	1	-1	4350	256
0029	10.0	1	-1	4350	256
0029-2	10.0	1	-1	4351	256
OPERATOR INSTRUCTIONS	10.0	1	-1	4352	257
OPERATION UNDER UNUSUAL CONDITIONS EMERGENCY STARTING PROCEDURES	10.0	1	-1	4353	257
INITIAL SETUP:	10.0	1	-1	4354	257
Personnel Required	10.0	1	-1	4355	257
Diver 12D	10.0	0	-1	4356	257
Assistant	10.0	0	-1	4357	257
References	10.0	1	-1	4358	257
WP 0007	10.0	0	-1	4359	257
References (cont.)	10.0	1	-1	4360	257
WP 0021	10.0	0	-1	4361	257
WP 0040	10.0	0	-1	4362	257
Equipment Condition	10.0	1	-1	4363	257
Pre-start procedures performed (WP 0005)	10.0	0	-1	4364	257
EMERGENCY STARTING PROCEDURES	10.0	1	-1	4365	257
WARNING	12.0	1	-1	4366	257
Prior to starting engines, announce to crew that engines are ready for start, stay clear of	10.0	0	-1	4367	257
engines.	10.0	0	-1	4368	257
Failure to comply may result in injury to personnel.	10.0	0	-1	4368	257
WARNING	12.0	1	-1	4369	257
Ensure all personnel in the vicinity and operating the outboard engine wear personal	10.0	0	-1	4370	257
protective equipment such as hearing protection when engine is being operated to prevent	10.0	0	-1	4371	257
against potential noise hazards.	10.0	0	-1	4372	257
Failure to comply may result in injury to personnel.	10.0	0	-1	4372	257
WARNING	12.0	1	-1	4373	257
Always use the emergency stop lanyard when operating the engines to prevent runaway	10.0	0	-1	4374	257
boat.	10.0	0	-1	4375	257
Keep emergency stop lanyard free from obstructions and entanglements.	10.0	0	-1	4375	257
Failure to	10.0	0	-1	4375	257
comply may result in damage to equipment or injury to personnel.	10.0	0	-1	4376	257
WARNING	12.0	1	-1	4377	257
Ensure personnel wear PFDs at all times during operation of boat in water.	10.0	0	-1	4378	257
Failure to	10.0	0	-1	4378	257
comply may result in injury or death to personnel.	10.0	0	-1	4379	257
CAUTION	12.0	1	-1	4380	257
Do not hold engine start/stop switch for more than 15 seconds.	10.0	0	-1	4381	257
Failure to comply may	10.0	0	-1	4381	257
result in damage to equipment.	10.0	0	-1	4382	257
NOTE	12.0	1	-1	4383	257
Both port and starboard engines contain manual trim switches.	10.0	0	-1	4384	257
The emergency starting	10.0	0	-1	4384	257
process is shown for starboard engine, the procedure is identical for port engine.	10.0	0	-1	4385	257
TM 5-1940-328-10	10.0	1	-1	4386	257
0030	10.0	1	-1	4386	257
0030-1	10.0	1	-1	4387	257
EMERGENCY STARTING PROCEDURES - Continued	10.0	1	-1	4388	258
General Information	10.0	1	-1	4389	258
Use emergency start only when network communication between engine start button(s) and engine(s) fail.	10.0	0	-1	4390	258
Emergency start requires pushing manual trim buttons located on starboard side of each engine.	10.0	0	-1	4391	258
By pushing	10.0	0	-1	4391	258
manual trim buttons and momentarily activating the trim system, a ten second window is provided allowing for	10.0	0	-1	4392	258
engine start using engine start buttons at console.	10.0	0	-1	4393	258
1.	10.0	0	2	4394	258
Turn key to ON position (Figure 1, Item 1).	10.0	0	-1	4394	258
<img0241>	-1.0	-1	-1	4395	258
Figure 1.	10.0	0	-1	4396	258
Ignition Key.	10.0	0	-1	4396	258
NOTE	12.0	1	-1	4397	258
Pushing manual trim switch on engine will allow ten second reset to start engine.	10.0	0	-1	4398	258
2.	10.0	0	2	4399	258
Direct assistant to push manual trim switch on starboard engine (Figure 2, Item 1).	10.0	0	-1	4399	258
<img0242>	-1.0	-1	-1	4400	258
Figure 2.	10.0	0	-1	4401	258
Manual Tilt/Trim Switch.	10.0	0	-1	4401	258
3.	10.0	0	2	4402	258
Push starboard engine start button and start engine (WP 0007).	10.0	0	-1	4402	258
4.	10.0	0	2	4403	258
Observe engine monitor for any fault codes (WP 0021).	10.0	0	-1	4403	258
5.	10.0	0	2	4404	258
If engine(s) fail(s) to start or run, refer to troubleshooting (WP 0040).	10.0	0	-1	4405	258
END OF WORK PACKAGE	10.0	1	-1	4406	258
TM 5-1940-328-10	10.0	1	-1	4407	258
0030	10.0	1	-1	4407	258
0030-2	10.0	1	-1	4408	258
OPERATOR INSTRUCTIONS	10.0	1	-1	4409	259
OPERATION UNDER UNUSUAL CONDITIONS BOAT IS TAKING ON WATER	10.0	1	-1	4410	259
INITIAL SETUP:	10.0	1	-1	4411	259
Tools and Special Tools	10.0	1	-1	4412	259
Pump, Reciprocating (WP 0062, Table 2, Item 27)	10.0	0	-1	4413	259
Personnel Required	10.0	1	-1	4414	259
Diver 12D	10.0	0	-1	4415	259
Assistant	10.0	0	-1	4416	259
Equipment Condition	10.0	1	-1	4417	259
Boat underway (WP 0010)	10.0	0	-1	4418	259
Emergency Dewatering Procedures	10.0	1	-1	4419	259
WARNING	12.0	1	-1	4420	259
Boat taking on water is an extremely dangerous situation.	10.0	0	-1	4421	259
Once water flow has been	10.0	0	-1	4421	259
mitigated, operator should return to shore immediately at safe operating speed.	10.0	0	-1	4422	259
Failure to	10.0	0	-1	4422	259
comply may result in damage to equipment and injury or death to personnel.	10.0	0	-1	4423	259
WARNING	12.0	1	-1	4424	259
Ensure personnel wear PFDs at all times during operation of boat in water.	10.0	0	-1	4425	259
Failure to	10.0	0	-1	4425	259
comply may result in injury or death to personnel.	10.0	0	-1	4426	259
TM 5-1940-328-10	10.0	1	-1	4427	259
0031	10.0	1	-1	4427	259
0031-1	10.0	1	-1	4428	259
Emergency Dewatering Procedures - Continued	10.0	1	-1	4429	260
This section provides instructions for operation and dewatering of boat during use.	10.0	0	-1	4430	260
1.	10.0	0	2	4431	260
Ensure all crew members have donned Personal Flotation Device (PFDs).	10.0	0	-1	4431	260
2.	10.0	0	2	4432	260
Reduce throttles of boat to safe operating speed.	10.0	0	-1	4432	260
3.	10.0	0	2	4433	260
Have assistant open port, starboard, and center aft hatches and check for water intrusion and hull damage.	10.0	0	-1	4433	260
4.	10.0	0	2	4434	260
Turn bilge pump 1 (Figure 1, Item 1) and bilge pump 2 (Figure 1, Item 3) operating switches to MANUAL	10.0	0	-1	4435	260
position and ensure operation lights illuminate (Figure 1, Item 2).	10.0	0	-1	4436	260
<img0243>	-1.0	-1	-1	4437	260
Figure 1.	10.0	0	-1	4438	260
Bilge Operating Switches.	10.0	0	-1	4438	260
5.	10.0	0	2	4439	260
Ensure water is being pumped overboard at both forward (Figure 2, Item 1) and aft (Figure 2, Item 2)	10.0	0	-1	4439	260
through-hull discharge points.	10.0	0	-1	4440	260
<img0244>	-1.0	-1	-1	4441	260
Figure 2.	10.0	0	-1	4442	260
Bilge Discharge Points.	10.0	0	-1	4442	260
TM 5-1940-328-10	10.0	1	-1	4443	260
0031	10.0	1	-1	4443	260
0031-2	10.0	1	-1	4444	260
Emergency Dewatering Procedures - Continued	10.0	1	-1	4445	261
6.	10.0	0	2	4446	261
Retrieve manual bilge pump (Figure 3, Item 2) from port bow hatch compartment (Figure 3, Item 1).	10.0	0	-1	4446	261
<img0245>	-1.0	-1	-1	4447	261
Figure 3.	10.0	0	-1	4448	261
Manual Bilge Pump Stowage.	10.0	0	-1	4448	261
TM 5-1940-328-10	10.0	1	-1	4449	261
0031	10.0	1	-1	4449	261
0031-3	10.0	1	-1	4450	261
Emergency Dewatering Procedures - Continued	10.0	1	-1	4451	262
NOTE	12.0	1	-1	4452	262
If boat bow is down in water, place manual bilge in forward compartment.	10.0	0	-1	4453	262
7.	10.0	0	2	4454	262
Place short suction hose (Figure 4, Item 2) into center aft hatch and place long discharge hose (Figure 4,	10.0	0	-1	4454	262
Item 1) over side of boat.	10.0	0	-1	4455	262
<img0246>	-1.0	-1	-1	4456	262
Figure 4.	10.0	0	-1	4457	262
Manual Bilge Pump.	10.0	0	-1	4457	262
8.	10.0	0	2	4458	262
Operate manual bilge pump to remove water from bilge.	10.0	0	-1	4458	262
9.	10.0	0	2	4459	262
Proceed to shore immediately.	10.0	0	-1	4459	262
END OF WORK PACKAGE	10.0	1	-1	4460	262
TM 5-1940-328-10	10.0	1	-1	4461	262
0031	10.0	1	-1	4461	262
0031-4	10.0	1	-1	4462	262
OPERATOR INSTRUCTIONS	10.0	1	-1	4463	263
OPERATION UNDER UNUSUAL CONDITIONS PARALLELING BATTERIES	10.0	1	-1	4464	263
INITIAL SETUP:	10.0	1	-1	4465	263
Personnel Required	10.0	1	-1	4466	263
Diver 12D	10.0	0	-1	4467	263
Paralleling Batteries	10.0	1	-1	4468	263
CAUTION	12.0	1	-1	4469	263
Engine battery paralleling should only be used in case of emergency starting or low battery	10.0	0	-1	4470	263
conditions.	10.0	0	-1	4471	263
Only use parallel setting when a single battery bank is not sufficient to start the	10.0	0	-1	4471	263
engine(s) or power the boat console.	10.0	0	-1	4472	263
Failure to comply may result in damage to equipment.	10.0	0	-1	4472	263
Battery banks have parallel capability in “1+2”.	10.0	0	-1	4473	263
Turn all battery banks to “1+2 (Figure 1).	10.0	0	-1	4474	263
<img0247>	-1.0	-1	-1	4475	263
Figure 1.	10.0	0	-1	4476	263
Engine Battery Switches in Parallel.	10.0	0	-1	4476	263
END OF WORK PACKAGE	10.0	1	-1	4477	263
TM 5-1940-328-10	10.0	1	-1	4478	263
0032	10.0	1	-1	4478	263
0032-1/blank	10.0	1	-1	4479	263
OPERATOR INSTRUCTIONS	10.0	1	-1	4480	265
OPERATION UNDER UNUSUAL CONDITIONS CAPSIZING	10.0	1	-1	4481	265
INITIAL SETUP:	10.0	1	-1	4482	265
Personnel Required	10.0	1	-1	4483	265
Diver 12D	10.0	0	-1	4484	265
Equipment Condition	10.0	1	-1	4485	265
Boat Underway (WP 0010)	10.0	0	-1	4486	265
Emergency Procedures During Capsizing	10.0	1	-1	4487	265
WARNING	12.0	1	-1	4488	265
•	10.0	1	1	4489	265
Boat capsizing is an extremely dangerous situation.	10.0	0	-1	4489	265
If the boat capsizes, operator	10.0	0	-1	4489	265
should locate all persons and direct them to stay with the boat even if the boat is	10.0	0	-1	4490	265
upside-down.	10.0	0	-1	4491	265
•	10.0	1	1	4492	265
Do not overload greater than “BOAT INFORMATION” decal.	10.0	0	-1	4492	265
•	10.0	1	1	4493	265
Underwater dangers, hypothermia, and drowning should all be considered during a	10.0	0	-1	4493	265
capsizing event.	10.0	0	-1	4494	265
•	10.0	1	1	4495	265
Avoid inclement winds, waves, and wakes greater than the boat can handle.	10.0	0	-1	4495	265
•	10.0	1	1	4496	265
Never follow the capsizing boat in the direction of its roll, personnel may get	10.0	0	-1	4496	265
trapped underneath boat.	10.0	0	-1	4497	265
•	10.0	1	1	4498	265
Avoid entanglement with boat mooring lines, cabin, and canopy, and never attempt	10.0	0	-1	4498	265
to re-enter a capsized boat.	10.0	0	-1	4499	265
•	10.0	1	1	4500	265
Avoid engine propellers as they could still be spinning.	10.0	0	-1	4500	265
•	10.0	1	1	4501	265
Failure to comply may result in injury and or death to personnel.	10.0	0	-1	4501	265
WARNING	12.0	1	-1	4502	265
Ensure personnel wear PFDs at all times during operation of boat in water.	10.0	0	-1	4503	265
Failure to	10.0	0	-1	4503	265
comply may result in injury or death to personnel.	10.0	0	-1	4504	265
TM 5-1940-328-10	10.0	1	-1	4505	265
0033	10.0	1	-1	4505	265
0033-1	10.0	1	-1	4506	265
Emergency Procedures During Capsizing - Continued	10.0	1	-1	4507	266
General Information	10.0	1	-1	4508	266
Capsizing is when the boat leans to one side too far and is not able to right itself or regain proper position.	10.0	0	-1	4509	266
During	10.0	0	-1	4509	266
capsizing, the boat will roll 90° and settle on its beam or roll 180° and settle with its keel above water.	10.0	0	-1	4510	266
The boat is	10.0	0	-1	4510	266
inherently buoyant and is able to remain afloat after capsizing.	10.0	0	-1	4511	266
1.	10.0	0	2	4512	266
Monitor VHF channel 16, press microphone button and broadcast emergency assistance needed.	10.0	0	-1	4512	266
2.	10.0	0	2	4513	266
Lift cover (Figure 1, Item 1) on command microphone and hold down “DISTRESS BUTTON” for three	10.0	0	-1	4513	266
seconds to transmit a distress call.	10.0	0	-1	4514	266
<img0248>	-1.0	-1	-1	4515	266
Figure 1.	10.0	0	-1	4516	266
Command Microphone Distress Button.	10.0	0	-1	4516	266
3.	10.0	0	2	4517	266
Locate crew and guide them to boat.	10.0	0	-1	4517	266
4.	10.0	0	2	4518	266
Instruct crew to hold onto boat or climb on top and to wait for assistance.	10.0	0	-1	4518	266
END OF WORK PACKAGE	10.0	1	-1	4519	266
TM 5-1940-328-10	10.0	1	-1	4520	266
0033	10.0	1	-1	4520	266
0033-2	10.0	1	-1	4521	266
OPERATOR INSTRUCTIONS	10.0	1	-1	4522	267
OPERATION UNDER UNUSUAL CONDITIONS COLLISION	10.0	1	-1	4523	267
INITIAL SETUP:	10.0	1	-1	4524	267
Personnel Required	10.0	1	-1	4525	267
Diver 12D	10.0	0	-1	4526	267
References	10.0	1	-1	4527	267
WP 0031	10.0	0	-1	4528	267
Equipment Condition	10.0	1	-1	4529	267
Boat Underway (WP 0010)	10.0	0	-1	4530	267
Emergency Procedures During Collision	10.0	1	-1	4531	267
WARNING	12.0	1	-1	4532	267
•	10.0	1	1	4533	267
Collision can be an extremely dangerous situation.	10.0	0	-1	4533	267
If the boat floods or begins to	10.0	0	-1	4533	267
sink, operator should locate all persons.	10.0	0	-1	4534	267
•	10.0	1	1	4535	267
If the boat capsizes, operator should locate all persons and direct them to stay with	10.0	0	-1	4535	267
the boat even if the boat is upside-down.	10.0	0	-1	4536	267
•	10.0	1	1	4537	267
Never follow the capsizing boat in the direction of its roll, personnel may get	10.0	0	-1	4537	267
trapped underneath boat.	10.0	0	-1	4538	267
•	10.0	1	1	4539	267
Avoid entanglement with boat mooring lines, cabin, and canopy, and never attempt	10.0	0	-1	4539	267
to re-enter a capsized boat.	10.0	0	-1	4540	267
•	10.0	1	1	4541	267
Avoid engine propellers as they could still be spinning.	10.0	0	-1	4541	267
•	10.0	1	1	4542	267
Failure to comply may result in injury and or death to personnel.	10.0	0	-1	4542	267
WARNING	12.0	1	-1	4543	267
Ensure personnel wear PFDs at all times during operation of boat in water.	10.0	0	-1	4544	267
Failure to	10.0	0	-1	4544	267
comply may result in injury or death to personnel.	10.0	0	-1	4545	267
TM 5-1940-328-10	10.0	1	-1	4546	267
0034	10.0	1	-1	4546	267
