word,line,page,elo,tlo,type,content
44,0,1,9,2,Page,perform
45,0,1,9,2,Page,the
46,0,1,9,2,Page,PMCS
47,0,1,9,2,Page,functions
48,0,1,9,2,Page,may
49,0,1,9,2,Page,result
50,0,1,9,2,Page,in
51,0,1,9,2,Page,personnel
52,0,1,9,2,Page,injury
53,0,1,9,2,Page,and/or
54,0,1,9,2,Page,system
55,0,1,9,2,Page,damage.
0,1,1,9,2,Page,Preventive
1,1,1,9,2,Page,Maintenance
2,1,1,9,2,Page,Checks
3,1,1,9,2,Page,&
4,1,1,9,2,Page,Services
5,1,1,9,2,Page,(PMCS)
0,2,1,9,2,Page,DISTRIBUTION
1,2,1,9,2,Page,STATEMENT
2,2,1,9,2,Page,F:
3,2,1,9,2,Page,Further
4,2,1,9,2,Page,dissemination
5,2,1,9,2,Page,only
6,2,1,9,2,Page,as
7,2,1,9,2,Page,directed
8,2,1,9,2,Page,by
9,2,1,9,2,Page,Joint
10,2,1,9,2,Page,Project
11,2,1,9,2,Page,Manager
12,2,1,9,2,Page,for
13,2,1,9,2,Page,"Chemical,"
14,2,1,9,2,Page,"Biological,"
15,2,1,9,2,Page,"Radiological,"
16,2,1,9,2,Page,and
17,2,1,9,2,Page,Nuclear
18,2,1,9,2,Page,Protection
19,2,1,9,2,Page,(23
20,2,1,9,2,Page,February
21,2,1,9,2,Page,2021)
22,2,1,9,2,Page,or
23,2,1,9,2,Page,higher
24,2,1,9,2,Page,DoD
25,2,1,9,2,Page,authority.
0,3,1,9,2,Page,HIGH
1,3,1,9,2,Page,MOBILITY
2,3,1,9,2,Page,DECONTAMINATION
3,3,1,9,2,Page,SYSTEM
0,0,2,9,2,Page,Inspect
1,0,2,9,2,Page,Engine/Alternator
2,0,2,9,2,Page,Belt
0,1,2,9,2,Page,Check
1,1,2,9,2,Page,the
2,1,2,9,2,Page,Radiator
3,1,2,9,2,Page,Coolant
4,1,2,9,2,Page,Level
0,2,2,9,2,Page,Open
1,2,2,9,2,Page,the
2,2,2,9,2,Page,Front
3,2,2,9,2,Page,Door
4,2,2,9,2,Page,of
5,2,2,9,2,Page,the
6,2,2,9,2,Page,Power
7,2,2,9,2,Page,Unit
0,3,2,9,2,Page,Inspect
1,3,2,9,2,Page,Engine/Compressor
2,3,2,9,2,Page,Drive
3,3,2,9,2,Page,Belt
0,4,2,9,2,Page,Inspect
1,4,2,9,2,Page,the
2,4,2,9,2,Page,Fuel/Water
3,4,2,9,2,Page,Separator
0,5,2,9,2,Page,Procedure
0,6,2,9,2,Page,Check
1,6,2,9,2,Page,the
2,6,2,9,2,Page,Engine
3,6,2,9,2,Page,Coolant
4,6,2,9,2,Page,Level
0,7,2,9,2,Page,Ensure
1,7,2,9,2,Page,that
2,7,2,9,2,Page,the
3,7,2,9,2,Page,Engine
4,7,2,9,2,Page,Oil
5,7,2,9,2,Page,Drain
6,7,2,9,2,Page,Valve
7,7,2,9,2,Page,is
8,7,2,9,2,Page,Closed
0,8,2,9,2,Page,Allow
1,8,2,9,2,Page,the
2,8,2,9,2,Page,Engine
3,8,2,9,2,Page,to
4,8,2,9,2,Page,Cool
0,9,2,9,2,Page,Check
1,9,2,9,2,Page,the
2,9,2,9,2,Page,Engine
3,9,2,9,2,Page,Oil
4,9,2,9,2,Page,Level
0,10,2,9,2,Page,HIGH
1,10,2,9,2,Page,MOBILITY
2,10,2,9,2,Page,DECONTAMINATION
3,10,2,9,2,Page,SYSTEM
0,11,2,9,2,Page,Introduction
0,12,2,9,2,Page,Steps
1,12,2,9,2,Page,1
2,12,2,9,2,Page,of
3,12,2,9,2,Page,1
0,13,2,9,2,Page,Ensure
1,13,2,9,2,Page,that
2,13,2,9,2,Page,the
3,13,2,9,2,Page,Power
4,13,2,9,2,Page,Unit
5,13,2,9,2,Page,is
6,13,2,9,2,Page,Level
0,14,2,9,2,Page,Open
1,14,2,9,2,Page,the
2,14,2,9,2,Page,Top
3,14,2,9,2,Page,Door
4,14,2,9,2,Page,of
5,14,2,9,2,Page,the
6,14,2,9,2,Page,Power
7,14,2,9,2,Page,Unit
0,15,2,9,2,Page,Inspect
1,15,2,9,2,Page,the
2,15,2,9,2,Page,Engine
3,15,2,9,2,Page,Air
4,15,2,9,2,Page,Filter
0,16,2,9,2,Page,DISTRIBUTION
1,16,2,9,2,Page,STATEMENT
2,16,2,9,2,Page,F:
3,16,2,9,2,Page,Further
4,16,2,9,2,Page,dissemination
5,16,2,9,2,Page,only
6,16,2,9,2,Page,as
7,16,2,9,2,Page,directed
8,16,2,9,2,Page,by
9,16,2,9,2,Page,Joint
10,16,2,9,2,Page,Project
11,16,2,9,2,Page,Manager
12,16,2,9,2,Page,for
13,16,2,9,2,Page,"Chemical,"
14,16,2,9,2,Page,"Biological,"
15,16,2,9,2,Page,"Radiological,"
16,16,2,9,2,Page,and
17,16,2,9,2,Page,Nuclear
18,16,2,9,2,Page,Protection
19,16,2,9,2,Page,(23
20,16,2,9,2,Page,February
21,16,2,9,2,Page,2021)
22,16,2,9,2,Page,or
23,16,2,9,2,Page,higher
24,16,2,9,2,Page,DoD
25,16,2,9,2,Page,authority.
0,17,2,9,2,Page,Preventive
1,17,2,9,2,Page,Maintenance
2,17,2,9,2,Page,Checks
3,17,2,9,2,Page,&
4,17,2,9,2,Page,Services
5,17,2,9,2,Page,for
6,17,2,9,2,Page,the
7,17,2,9,2,Page,HMDS
8,17,2,9,2,Page,(Part
9,17,2,9,2,Page,1)
0,0,3,9,2,Page,Steps
1,0,3,9,2,Page,1
2,0,3,9,2,Page,of
3,0,3,9,2,Page,1
0,1,3,9,2,Page,HIGH
1,1,3,9,2,Page,MOBILITY
2,1,3,9,2,Page,DECONTAMINATION
3,1,3,9,2,Page,SYSTEM
0,2,3,9,2,Page,Tie
1,2,3,9,2,Page,Down
2,2,3,9,2,Page,Straps
3,2,3,9,2,Page,and
4,2,3,9,2,Page,Other
5,2,3,9,2,Page,Appliances
6,2,3,9,2,Page,Checks
0,3,3,9,2,Page,Compressor
1,3,3,9,2,Page,and
2,3,3,9,2,Page,Pump
3,3,3,9,2,Page,Checks
0,4,3,9,2,Page,Tank
1,4,3,9,2,Page,Checks
0,5,3,9,2,Page,Preventive
1,5,3,9,2,Page,Maintenance
2,5,3,9,2,Page,Checks
3,5,3,9,2,Page,&
4,5,3,9,2,Page,Services
5,5,3,9,2,Page,for
6,5,3,9,2,Page,the
7,5,3,9,2,Page,HMDS
8,5,3,9,2,Page,(Part
9,5,3,9,2,Page,2)
0,6,3,9,2,Page,DISTRIBUTION
1,6,3,9,2,Page,STATEMENT
2,6,3,9,2,Page,F:
3,6,3,9,2,Page,Further
4,6,3,9,2,Page,dissemination
5,6,3,9,2,Page,only
6,6,3,9,2,Page,as
7,6,3,9,2,Page,directed
8,6,3,9,2,Page,by
9,6,3,9,2,Page,Joint
10,6,3,9,2,Page,Project
11,6,3,9,2,Page,Manager
12,6,3,9,2,Page,for
13,6,3,9,2,Page,"Chemical,"
14,6,3,9,2,Page,"Biological,"
15,6,3,9,2,Page,"Radiological,"
16,6,3,9,2,Page,and
17,6,3,9,2,Page,Nuclear
18,6,3,9,2,Page,Protection
19,6,3,9,2,Page,(23
20,6,3,9,2,Page,February
21,6,3,9,2,Page,2021)
22,6,3,9,2,Page,or
23,6,3,9,2,Page,higher
24,6,3,9,2,Page,DoD
25,6,3,9,2,Page,authority.
0,7,3,9,2,Page,Procedure
0,8,3,9,2,Page,Battery
1,8,3,9,2,Page,Checks
0,9,3,9,2,Page,Fuel
1,9,3,9,2,Page,and
2,9,3,9,2,Page,Fuel
3,9,3,9,2,Page,Supply
4,9,3,9,2,Page,Fitting
5,9,3,9,2,Page,Checks
0,0,0,10,2,ELO,Checks
1,0,0,10,2,ELO,on
2,0,0,10,2,ELO,Learning
0,0,1,10,2,Page,Which
1,0,1,10,2,Page,of
2,0,1,10,2,Page,the
3,0,1,10,2,Page,following
4,0,1,10,2,Page,hose
5,0,1,10,2,Page,connections
6,0,1,10,2,Page,is
7,0,1,10,2,Page,made
8,0,1,10,2,Page,on
9,0,1,10,2,Page,the
10,0,1,10,2,Page,front
11,0,1,10,2,Page,of
12,0,1,10,2,Page,the
13,0,1,10,2,Page,Power
14,0,1,10,2,Page,Unit?
0,1,1,10,2,Page,CORRECT
0,2,1,10,2,Page,HIGH
1,2,1,10,2,Page,MOBILITY
2,2,1,10,2,Page,DECONTAMINATION
3,2,1,10,2,Page,SYSTEM
0,3,1,10,2,Page,Draft
1,3,1,10,2,Page,Input
0,4,1,10,2,Page,The
1,4,1,10,2,Page,Draft
2,4,1,10,2,Page,Input
3,4,1,10,2,Page,hose
4,4,1,10,2,Page,connection
5,4,1,10,2,Page,port
6,4,1,10,2,Page,is
7,4,1,10,2,Page,located
8,4,1,10,2,Page,on
9,4,1,10,2,Page,the
10,4,1,10,2,Page,front
11,4,1,10,2,Page,of
12,4,1,10,2,Page,the
13,4,1,10,2,Page,HMDS
14,4,1,10,2,Page,Power
15,4,1,10,2,Page,Unit.
0,5,1,10,2,Page,Checks
1,5,1,10,2,Page,on
2,5,1,10,2,Page,Learning
0,6,1,10,2,Page,The
1,6,1,10,2,Page,Monitor
0,7,1,10,2,Page,Question:
1,7,1,10,2,Page,1
2,7,1,10,2,Page,of
3,7,1,10,2,Page,5
0,8,1,10,2,Page,The
1,8,1,10,2,Page,Front
2,8,1,10,2,Page,Spray
3,8,1,10,2,Page,Bar
0,9,1,10,2,Page,Fluid
1,9,1,10,2,Page,Input
0,10,1,10,2,Page,DISTRIBUTION
1,10,1,10,2,Page,STATEMENT
2,10,1,10,2,Page,F:
3,10,1,10,2,Page,Further
4,10,1,10,2,Page,dissemination
5,10,1,10,2,Page,only
6,10,1,10,2,Page,as
7,10,1,10,2,Page,directed
8,10,1,10,2,Page,by
9,10,1,10,2,Page,Joint
10,10,1,10,2,Page,Project
11,10,1,10,2,Page,Manager
12,10,1,10,2,Page,for
13,10,1,10,2,Page,"Chemical,"
14,10,1,10,2,Page,"Biological,"
15,10,1,10,2,Page,"Radiological,"
16,10,1,10,2,Page,and
17,10,1,10,2,Page,Nuclear
18,10,1,10,2,Page,Protection
19,10,1,10,2,Page,(23
20,10,1,10,2,Page,February
21,10,1,10,2,Page,2021)
22,10,1,10,2,Page,or
23,10,1,10,2,Page,higher
24,10,1,10,2,Page,DoD
25,10,1,10,2,Page,authority.
0,11,1,10,2,Page,INCORRECT
0,0,2,10,2,Page,Which
1,0,2,10,2,Page,of
2,0,2,10,2,Page,the
3,0,2,10,2,Page,following
4,0,2,10,2,Page,is
5,0,2,10,2,Page,not
6,0,2,10,2,Page,part
7,0,2,10,2,Page,of
8,0,2,10,2,Page,PMCS
9,0,2,10,2,Page,of
10,0,2,10,2,Page,the
11,0,2,10,2,Page,Engine?
0,1,2,10,2,Page,Checking
1,1,2,10,2,Page,the
2,1,2,10,2,Page,engine?s
3,1,2,10,2,Page,belts
0,2,2,10,2,Page,Checking
1,2,2,10,2,Page,for
2,2,2,10,2,Page,leaks
0,3,2,10,2,Page,HIGH
1,3,2,10,2,Page,MOBILITY
2,3,2,10,2,Page,DECONTAMINATION
3,3,2,10,2,Page,SYSTEM
0,4,2,10,2,Page,CORRECT
0,5,2,10,2,Page,Checking
1,5,2,10,2,Page,the
2,5,2,10,2,Page,engine
3,5,2,10,2,Page,oil
0,6,2,10,2,Page,The
1,6,2,10,2,Page,engine?s
2,6,2,10,2,Page,weight
3,6,2,10,2,Page,does
4,6,2,10,2,Page,not
5,6,2,10,2,Page,need
6,6,2,10,2,Page,to
7,6,2,10,2,Page,be
8,6,2,10,2,Page,checked
9,6,2,10,2,Page,during
10,6,2,10,2,Page,PMCS.
11,6,2,10,2,Page,Follow
12,6,2,10,2,Page,the
13,6,2,10,2,Page,steps
14,6,2,10,2,Page,outlined
15,6,2,10,2,Page,in
16,6,2,10,2,Page,the
17,6,2,10,2,Page,Operator?s
18,6,2,10,2,Page,Manual
19,6,2,10,2,Page,or
20,6,2,10,2,Page,Training
21,6,2,10,2,Page,Video
22,6,2,10,2,Page,to
23,6,2,10,2,Page,ensure
24,6,2,10,2,Page,no
25,6,2,10,2,Page,steps
26,6,2,10,2,Page,are
27,6,2,10,2,Page,skipped.
0,7,2,10,2,Page,DISTRIBUTION
1,7,2,10,2,Page,STATEMENT
2,7,2,10,2,Page,F:
3,7,2,10,2,Page,Further
4,7,2,10,2,Page,dissemination
5,7,2,10,2,Page,only
6,7,2,10,2,Page,as
7,7,2,10,2,Page,directed
8,7,2,10,2,Page,by
9,7,2,10,2,Page,Joint
10,7,2,10,2,Page,Project
11,7,2,10,2,Page,Manager
12,7,2,10,2,Page,for
13,7,2,10,2,Page,"Chemical,"
14,7,2,10,2,Page,"Biological,"
15,7,2,10,2,Page,"Radiological,"
16,7,2,10,2,Page,and
17,7,2,10,2,Page,Nuclear
18,7,2,10,2,Page,Protection
19,7,2,10,2,Page,(23
20,7,2,10,2,Page,February
21,7,2,10,2,Page,2021)
22,7,2,10,2,Page,or
23,7,2,10,2,Page,higher
24,7,2,10,2,Page,DoD
25,7,2,10,2,Page,authority.
0,8,2,10,2,Page,Checks
1,8,2,10,2,Page,on
2,8,2,10,2,Page,Learning
0,9,2,10,2,Page,Question:
1,9,2,10,2,Page,2
2,9,2,10,2,Page,of
3,9,2,10,2,Page,5
0,10,2,10,2,Page,INCORRECT
0,11,2,10,2,Page,Checking
1,11,2,10,2,Page,the
2,11,2,10,2,Page,engine?s
3,11,2,10,2,Page,weight
0,0,3,10,2,Page,Question:
1,0,3,10,2,Page,3
2,0,3,10,2,Page,of
3,0,3,10,2,Page,5
0,1,3,10,2,Page,HIGH
1,1,3,10,2,Page,MOBILITY
2,1,3,10,2,Page,DECONTAMINATION
3,1,3,10,2,Page,SYSTEM
0,2,3,10,2,Page,What
1,2,3,10,2,Page,valve
2,2,3,10,2,Page,should
3,2,3,10,2,Page,be
4,2,3,10,2,Page,turned
5,2,3,10,2,Page,off
6,2,3,10,2,Page,before
7,2,3,10,2,Page,servicing
8,2,3,10,2,Page,the
9,2,3,10,2,Page,compressor?
0,3,3,10,2,Page,Selector
1,3,3,10,2,Page,Valve
2,3,3,10,2,Page,#2
0,4,3,10,2,Page,CORRECT
0,5,3,10,2,Page,Always
1,5,3,10,2,Page,ensure
2,5,3,10,2,Page,that
3,5,3,10,2,Page,the
4,5,3,10,2,Page,Air
5,5,3,10,2,Page,Control
6,5,3,10,2,Page,valve
7,5,3,10,2,Page,is
8,5,3,10,2,Page,in
9,5,3,10,2,Page,the
10,5,3,10,2,Page,?OFF?
11,5,3,10,2,Page,position
12,5,3,10,2,Page,before
13,5,3,10,2,Page,servicing
14,5,3,10,2,Page,the
15,5,3,10,2,Page,compressor.
0,6,3,10,2,Page,Air
1,6,3,10,2,Page,Control
2,6,3,10,2,Page,valve
0,7,3,10,2,Page,Checks
1,7,3,10,2,Page,on
2,7,3,10,2,Page,Learning
0,8,3,10,2,Page,Pump
1,8,3,10,2,Page,Control
2,8,3,10,2,Page,valve
0,9,3,10,2,Page,Selector
1,9,3,10,2,Page,Valve
2,9,3,10,2,Page,#1
0,10,3,10,2,Page,DISTRIBUTION
1,10,3,10,2,Page,STATEMENT
2,10,3,10,2,Page,F:
3,10,3,10,2,Page,Further
4,10,3,10,2,Page,dissemination
5,10,3,10,2,Page,only
6,10,3,10,2,Page,as
7,10,3,10,2,Page,directed
8,10,3,10,2,Page,by
9,10,3,10,2,Page,Joint
10,10,3,10,2,Page,Project
11,10,3,10,2,Page,Manager
12,10,3,10,2,Page,for
13,10,3,10,2,Page,"Chemical,"
14,10,3,10,2,Page,"Biological,"
15,10,3,10,2,Page,"Radiological,"
16,10,3,10,2,Page,and
17,10,3,10,2,Page,Nuclear
18,10,3,10,2,Page,Protection
19,10,3,10,2,Page,(23
20,10,3,10,2,Page,February
21,10,3,10,2,Page,2021)
22,10,3,10,2,Page,or
23,10,3,10,2,Page,higher
24,10,3,10,2,Page,DoD
25,10,3,10,2,Page,authority.
0,11,3,10,2,Page,INCORRECT
0,0,4,10,2,Page,Which
1,0,4,10,2,Page,of
2,0,4,10,2,Page,the
3,0,4,10,2,Page,following
4,0,4,10,2,Page,is
5,0,4,10,2,Page,NOT
6,0,4,10,2,Page,a
7,0,4,10,2,Page,grade
8,0,4,10,2,Page,of
9,0,4,10,2,Page,Diesel
10,0,4,10,2,Page,fuel
11,0,4,10,2,Page,that
12,0,4,10,2,Page,should
13,0,4,10,2,Page,be
14,0,4,10,2,Page,used
15,0,4,10,2,Page,with
16,0,4,10,2,Page,the
17,0,4,10,2,Page,Power
18,0,4,10,2,Page,Unit?
0,1,4,10,2,Page,CORRECT
0,2,4,10,2,Page,Question:
1,2,4,10,2,Page,4
2,2,4,10,2,Page,of
3,2,4,10,2,Page,5
0,3,4,10,2,Page,JP-5
0,4,4,10,2,Page,JP-8
0,5,4,10,2,Page,ONLY
1,5,4,10,2,Page,use
2,5,4,10,2,Page,Diesel
3,5,4,10,2,Page,fuel
4,5,4,10,2,Page,when
5,5,4,10,2,Page,operating
6,5,4,10,2,Page,the
7,5,4,10,2,Page,Power
8,5,4,10,2,Page,Unit.
9,5,4,10,2,Page,The
10,5,4,10,2,Page,system
11,5,4,10,2,Page,will
12,5,4,10,2,Page,run
13,5,4,10,2,Page,on
14,5,4,10,2,Page,"JP-4,"
15,5,4,10,2,Page,"JP-5,"
16,5,4,10,2,Page,and
17,5,4,10,2,Page,JP-8
18,5,4,10,2,Page,grade
19,5,4,10,2,Page,Diesel
20,5,4,10,2,Page,fuels
0,6,4,10,2,Page,JP-4
0,7,4,10,2,Page,Checks
1,7,4,10,2,Page,on
2,7,4,10,2,Page,Learning
0,8,4,10,2,Page,DISTRIBUTION
1,8,4,10,2,Page,STATEMENT
2,8,4,10,2,Page,F:
3,8,4,10,2,Page,Further
4,8,4,10,2,Page,dissemination
5,8,4,10,2,Page,only
6,8,4,10,2,Page,as
7,8,4,10,2,Page,directed
8,8,4,10,2,Page,by
9,8,4,10,2,Page,Joint
10,8,4,10,2,Page,Project
11,8,4,10,2,Page,Manager
12,8,4,10,2,Page,for
13,8,4,10,2,Page,"Chemical,"
14,8,4,10,2,Page,"Biological,"
15,8,4,10,2,Page,"Radiological,"
16,8,4,10,2,Page,and
17,8,4,10,2,Page,Nuclear
18,8,4,10,2,Page,Protection
19,8,4,10,2,Page,(23
20,8,4,10,2,Page,February
21,8,4,10,2,Page,2021)
22,8,4,10,2,Page,or
23,8,4,10,2,Page,higher
24,8,4,10,2,Page,DoD
25,8,4,10,2,Page,authority.
0,9,4,10,2,Page,JP-6
0,10,4,10,2,Page,HIGH
1,10,4,10,2,Page,MOBILITY
2,10,4,10,2,Page,DECONTAMINATION
3,10,4,10,2,Page,SYSTEM
0,11,4,10,2,Page,INCORRECT
0,0,5,10,2,Page,The
1,0,5,10,2,Page,bracket
2,0,5,10,2,Page,and
3,0,5,10,2,Page,expiration
4,0,5,10,2,Page,date
0,1,5,10,2,Page,The
1,1,5,10,2,Page,terminals
2,1,5,10,2,Page,and
3,1,5,10,2,Page,expiration
4,1,5,10,2,Page,date
0,2,5,10,2,Page,Checks
1,2,5,10,2,Page,on
2,2,5,10,2,Page,Learning
0,3,5,10,2,Page,INCORRECT
0,4,5,10,2,Page,The
1,4,5,10,2,Page,top
2,4,5,10,2,Page,and
3,4,5,10,2,Page,the
4,4,5,10,2,Page,bottom
0,5,5,10,2,Page,During
1,5,5,10,2,Page,PMCS
2,5,5,10,2,Page,of
3,5,5,10,2,Page,the
4,5,5,10,2,Page,"Battery,"
5,5,5,10,2,Page,check
6,5,5,10,2,Page,the
7,5,5,10,2,Page,terminals
8,5,5,10,2,Page,and
9,5,5,10,2,Page,clean
10,5,5,10,2,Page,them
11,5,5,10,2,Page,if
12,5,5,10,2,Page,necessary.
13,5,5,10,2,Page,"Also,"
14,5,5,10,2,Page,check
15,5,5,10,2,Page,the
16,5,5,10,2,Page,expiration
17,5,5,10,2,Page,date
18,5,5,10,2,Page,and
19,5,5,10,2,Page,replace
20,5,5,10,2,Page,the
21,5,5,10,2,Page,battery
22,5,5,10,2,Page,if
23,5,5,10,2,Page,required.
0,6,5,10,2,Page,Which
1,6,5,10,2,Page,parts
2,6,5,10,2,Page,of
3,6,5,10,2,Page,the
4,6,5,10,2,Page,battery
5,6,5,10,2,Page,should
6,6,5,10,2,Page,be
7,6,5,10,2,Page,inspected
8,6,5,10,2,Page,during
9,6,5,10,2,Page,PMCS?
0,7,5,10,2,Page,CORRECT
0,8,5,10,2,Page,The
1,8,5,10,2,Page,terminals
2,8,5,10,2,Page,and
3,8,5,10,2,Page,bracket
0,9,5,10,2,Page,Question:
1,9,5,10,2,Page,5
2,9,5,10,2,Page,of
3,9,5,10,2,Page,5
0,10,5,10,2,Page,DISTRIBUTION
1,10,5,10,2,Page,STATEMENT
2,10,5,10,2,Page,F:
3,10,5,10,2,Page,Further
4,10,5,10,2,Page,dissemination
5,10,5,10,2,Page,only
6,10,5,10,2,Page,as
7,10,5,10,2,Page,directed
8,10,5,10,2,Page,by
9,10,5,10,2,Page,Joint
10,10,5,10,2,Page,Project
11,10,5,10,2,Page,Manager
12,10,5,10,2,Page,for
13,10,5,10,2,Page,"Chemical,"
14,10,5,10,2,Page,"Biological,"
15,10,5,10,2,Page,"Radiological,"
16,10,5,10,2,Page,and
17,10,5,10,2,Page,Nuclear
18,10,5,10,2,Page,Protection
19,10,5,10,2,Page,(23
20,10,5,10,2,Page,February
21,10,5,10,2,Page,2021)
22,10,5,10,2,Page,or
23,10,5,10,2,Page,higher
24,10,5,10,2,Page,DoD
25,10,5,10,2,Page,authority.
0,11,5,10,2,Page,HIGH
1,11,5,10,2,Page,MOBILITY
2,11,5,10,2,Page,DECONTAMINATION
3,11,5,10,2,Page,SYSTEM
0,0,0,0,3,TLO,System
1,0,0,0,3,TLO,Startup
0,0,0,1,3,Page,SYSTEM
1,0,0,1,3,Page,STARTUP
0,1,0,1,3,Page,HIGH
1,1,0,1,3,Page,MOBILITY
2,1,0,1,3,Page,DECONTAMINATION
3,1,0,1,3,Page,SYSTEM
0,2,0,1,3,Page,DISTRIBUTION
1,2,0,1,3,Page,STATEMENT
2,2,0,1,3,Page,F:
3,2,0,1,3,Page,Further
4,2,0,1,3,Page,dissemination
5,2,0,1,3,Page,only
6,2,0,1,3,Page,as
7,2,0,1,3,Page,directed
8,2,0,1,3,Page,by
9,2,0,1,3,Page,Joint
10,2,0,1,3,Page,Project
11,2,0,1,3,Page,Manager
12,2,0,1,3,Page,for
13,2,0,1,3,Page,"Chemical,"
14,2,0,1,3,Page,"Biological,"
15,2,0,1,3,Page,"Radiological,"
16,2,0,1,3,Page,and
17,2,0,1,3,Page,Nuclear
18,2,0,1,3,Page,Protection
19,2,0,1,3,Page,(23
20,2,0,1,3,Page,February
21,2,0,1,3,Page,2021)
22,2,0,1,3,Page,or
23,2,0,1,3,Page,higher
24,2,0,1,3,Page,DoD
25,2,0,1,3,Page,authority.
0,0,0,2,3,ELO,System
1,0,0,2,3,ELO,Startup
2,0,0,2,3,ELO,Objectives
0,0,1,2,3,Page,HIGH
1,0,1,2,3,Page,MOBILITY
2,0,1,2,3,Page,DECONTAMINATION
3,0,1,2,3,Page,SYSTEM
0,1,1,2,3,Page,System
1,1,1,2,3,Page,Startup
2,1,1,2,3,Page,Objectives
0,2,1,2,3,Page,By
1,2,1,2,3,Page,the
2,2,1,2,3,Page,end
3,2,1,2,3,Page,of
4,2,1,2,3,Page,this
5,2,1,2,3,Page,lesson
6,2,1,2,3,Page,you
7,2,1,2,3,Page,will
8,2,1,2,3,Page,be
9,2,1,2,3,Page,able
10,2,1,2,3,Page,to:
0,3,1,2,3,Page,DISTRIBUTION
1,3,1,2,3,Page,STATEMENT
2,3,1,2,3,Page,F:
3,3,1,2,3,Page,Further
4,3,1,2,3,Page,dissemination
5,3,1,2,3,Page,only
6,3,1,2,3,Page,as
7,3,1,2,3,Page,directed
8,3,1,2,3,Page,by
9,3,1,2,3,Page,Joint
10,3,1,2,3,Page,Project
11,3,1,2,3,Page,Manager
12,3,1,2,3,Page,for
13,3,1,2,3,Page,"Chemical,"
14,3,1,2,3,Page,"Biological,"
15,3,1,2,3,Page,"Radiological,"
16,3,1,2,3,Page,and
17,3,1,2,3,Page,Nuclear
18,3,1,2,3,Page,Protection
19,3,1,2,3,Page,(23
20,3,1,2,3,Page,February
21,3,1,2,3,Page,2021)
22,3,1,2,3,Page,or
23,3,1,2,3,Page,higher
24,3,1,2,3,Page,DoD
25,3,1,2,3,Page,authority.
0,4,1,2,3,Page,Explain
1,4,1,2,3,Page,the
2,4,1,2,3,Page,startup
3,4,1,2,3,Page,procedure
4,4,1,2,3,Page,for
5,4,1,2,3,Page,the
6,4,1,2,3,Page,HMDS.
0,0,0,3,3,ELO,System
1,0,0,3,3,ELO,Startup
2,0,0,3,3,ELO,Warnings
0,0,1,3,3,Page,System
1,0,1,3,3,Page,Startup
2,0,1,3,3,Page,Warnings
0,1,1,3,3,Page,HIGH
1,1,1,3,3,Page,MOBILITY
2,1,1,3,3,Page,DECONTAMINATION
3,1,1,3,3,Page,SYSTEM
0,2,1,3,3,Page,WARNING!DO
1,2,1,3,3,Page,NOT
2,2,1,3,3,Page,attempt
3,2,1,3,3,Page,to
4,2,1,3,3,Page,use
5,2,1,3,3,Page,the
6,2,1,3,3,Page,following
7,2,1,3,3,Page,procedure
8,2,1,3,3,Page,to
9,2,1,3,3,Page,place
10,2,1,3,3,Page,the
11,2,1,3,3,Page,system
12,2,1,3,3,Page,into
13,2,1,3,3,Page,operation
14,2,1,3,3,Page,without
15,2,1,3,3,Page,FIRST
16,2,1,3,3,Page,reviewing
17,2,1,3,3,Page,all
18,2,1,3,3,Page,"warnings,"
19,2,1,3,3,Page,"cautions,"
20,2,1,3,3,Page,and
21,2,1,3,3,Page,maintenance
22,2,1,3,3,Page,related
23,2,1,3,3,Page,material
24,2,1,3,3,Page,in
25,2,1,3,3,Page,the
26,2,1,3,3,Page,Operator's
27,2,1,3,3,Page,Manual.
28,2,1,3,3,Page,A
29,2,1,3,3,Page,copy
30,2,1,3,3,Page,of
31,2,1,3,3,Page,this
32,2,1,3,3,Page,manual
33,2,1,3,3,Page,is
34,2,1,3,3,Page,available
35,2,1,3,3,Page,in
36,2,1,3,3,Page,the
37,2,1,3,3,Page,"""References"""
38,2,1,3,3,Page,section
39,2,1,3,3,Page,of
40,2,1,3,3,Page,this
41,2,1,3,3,Page,course.
42,2,1,3,3,Page,This
43,2,1,3,3,Page,procedure
44,2,1,3,3,Page,is
45,2,1,3,3,Page,intended
46,2,1,3,3,Page,for
47,2,1,3,3,Page,experienced
48,2,1,3,3,Page,system
49,2,1,3,3,Page,operators
50,2,1,3,3,Page,who
51,2,1,3,3,Page,fully
52,2,1,3,3,Page,understand
53,2,1,3,3,Page,safe
54,2,1,3,3,Page,operation
55,2,1,3,3,Page,of
56,2,1,3,3,Page,this
57,2,1,3,3,Page,system
58,2,1,3,3,Page,and
59,2,1,3,3,Page,all
60,2,1,3,3,Page,maintenance
61,2,1,3,3,Page,considerations.
62,2,1,3,3,Page,CAUTION:
63,2,1,3,3,Page,Before
64,2,1,3,3,Page,initiating
65,2,1,3,3,Page,startup
66,2,1,3,3,Page,of
67,2,1,3,3,Page,the
68,2,1,3,3,Page,"HMDS,"
69,2,1,3,3,Page,ensure
70,2,1,3,3,Page,that
71,2,1,3,3,Page,all
72,2,1,3,3,Page,discharge
73,2,1,3,3,Page,ports
74,2,1,3,3,Page,are
75,2,1,3,3,Page,CLOSED.
76,2,1,3,3,Page,OPEN
77,2,1,3,3,Page,and
78,2,1,3,3,Page,EMPTY
79,2,1,3,3,Page,all
